egoid,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1,yourelig_7,yourelig_8
33341,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,50.0,54.0,,,,,0.0,1.0,1.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
37396,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,Living together,49.0,48.0,,,,,0.0,2.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
65072,,,,,,,,,,,,,,,1.0,,1.0,,Living together,54.0,52.0,,,,,2.0,1.0,3.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
37148,,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,Living together,51.0,50.0,,,,,0.0,2.0,2.0,No,third born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
11910,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,38.0,38.0,,,,,2.0,0.0,2.0,No,first born,"$50,000 - $74,999",High school graduate,High school graduate,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
75438,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,Living together,56.0,58.0,,,,,0.0,1.0,1.0,No,second born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
99733,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,Living together,66.0,54.0,,,,,0.0,1.0,1.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,Catholic,Catholic
27407,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,Living together,56.0,50.0,,,,,1.0,2.0,3.0,No,third born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
14250,1.0,,,,,,,,,,1.0,,1.0,,,,,,Living together,49.0,47.0,,,,,0.0,2.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
43794,,,,,,,,,,,,,,,,,,,Divorced or living apart,53.0,51.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,No Religion,No Religion,No Religion
73918,1.0,,,,,,,,,,,,,,,,,,Living together,51.0,51.0,,,,,1.0,0.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
60216,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Divorced or living apart,56.0,48.0,,,,,1.0,1.0,2.0,No,third born,"$25,000 - $49,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
28681,,,,,,,,,,,1.0,,,,,,,,Divorced or living apart,,47.0,,,,,1.0,0.0,1.0,No,second born,"$25,000 - $49,999",College/Univeristy degree,,,,,,,,1.0,,,,,,,,1.0,White,,,Catholic,,Catholic,,
51437,,,,,,,,,,,1.0,,,,1.0,,,,Living together,52.0,55.0,,,,,1.0,1.0,2.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
21932,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,62.0,56.0,,,,,2.0,3.0,5.0,No,"sixth born of later, the youngest","$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
29733,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,Living together,55.0,54.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Catholic,Catholic,Protestant,Catholic,
98206,,,,1.0,,,,,,,,,,,1.0,,,,Living together,53.0,52.0,,,,,1.0,0.0,1.0,No,first born,"$75,000 - $99,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
36385,,1.0,,,,,,,,,,,,,1.0,,1.0,,Living together,55.0,54.0,,,,,1.0,1.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,
26651,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,Living together,54.0,54.0,,,,,0.0,2.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
54030,1.0,,,,,,,,,,,,,,,,,,Living together,42.0,45.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,Protestant,Protestant,Other Religion,
67993,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,Divorced or living apart,47.0,48.0,,,,,1.0,1.0,2.0,No,first born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
96543,,,,,,,,,,,1.0,,,,,,,,Living together,52.0,48.0,,,,,0.0,0.0,0.0,No,only child,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
49800,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,44.0,40.0,,,,,2.0,0.0,2.0,No,first born,"$75,000 - $99,999",Did not graduate from high school,Did not graduate from high school,Both no college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
29296,,,,,,,,,,,,,,,,,,,Living together,49.0,47.0,,,,,1.0,1.0,2.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,1.0,,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,,
11002,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,59.0,55.0,,,,,1.0,0.0,1.0,No,second born,"$25,000 - $49,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Protestant,No Religion,,
72850,,,,,,,,,,,,,,,,,,,Living together,50.0,48.0,,,,,1.0,1.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
15134,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,Living together,54.0,54.0,,,,,2.0,0.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Other Religion,
69124,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,Living together,54.0,47.0,,,,,0.0,1.0,1.0,No,second born,"$75,000 - $99,999",Postsecondary school  or some college,Did not graduate from high school,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
42531,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,Living together,56.0,56.0,,,,,1.0,2.0,3.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
34062,,,,,,,,,,,1.0,,,,1.0,,,,Living together,52.0,52.0,,,,,0.0,2.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
18111,,,,,,,,,,,,,1.0,,1.0,,1.0,,Living together,64.0,50.0,,,,,0.0,2.0,2.0,No,third born,"$200,000 - $249,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
42646,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,54.0,55.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
63922,,,,,,,,,,,,,,,,,,,Living together,45.0,44.0,,,,,1.0,2.0,3.0,No,first born,"$25,000 - $49,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
59097,,,,,,,,,,,,,,,,,,,Living together,50.0,49.0,,,,,0.0,1.0,1.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
72912,,,,,,,,,,,,,,,,,,,Divorced or living apart,37.0,35.0,,,,,2.0,0.0,2.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,No Religion,Protestant,,
91484,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,54.0,50.0,,,,,0.0,0.0,0.0,No,only child,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,Protestant,,
24833,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,Living together,52.0,50.0,,,,,2.0,0.0,2.0,No,third born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
21971,,,,,,,,,,,1.0,,1.0,,,,1.0,,Living together,53.0,51.0,,,,,1.0,1.0,2.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
58654,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,Living together,59.0,58.0,,,,,0.0,0.0,0.0,No,only child,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
13928,1.0,1.0,,1.0,,,,,,,,,,,,,,,Living together,43.0,43.0,,,,,4.0,2.0,6.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
84502,,,,1.0,1.0,,,,,,,,,,1.0,,,,Living together,51.0,51.0,,,,,0.0,2.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
64090,,,,,,,,,,,,,,,,,1.0,,Divorced or living apart,48.0,46.0,,,,,1.0,0.0,1.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,1.0,,,,,1.0,1.0,,,,,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Protestant,Protestant,Protestant,,
52123,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,Living together,50.0,45.0,,,,,0.0,2.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
78783,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,52.0,52.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
25197,,,,,,,,,,,1.0,,,,1.0,,1.0,,Divorced or living apart,64.0,58.0,,,,,1.0,1.0,2.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
35872,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,50.0,41.0,,,,,0.0,3.0,3.0,No,first born,"$25,000 - $49,999",High school graduate,Postsecondary school  or some college,Both no college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion,,
93462,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,Living together,51.0,50.0,,,,,1.0,2.0,3.0,No,third born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,,
23270,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,Divorced or living apart,55.0,55.0,,,,,2.0,3.0,5.0,No,fiifth born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,Catholic,No Religion
69807,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,Living together,54.0,56.0,,,,,1.0,0.0,1.0,No,second born,"$75,000 - $99,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
92716,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,Living together,49.0,57.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
66061,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,54.0,51.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Catholic,Other Religion,Catholic,,
56058,,,,,,,,,,,,,,,,1.0,1.0,1.0,Living together,45.0,44.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,1.0,,,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic,,
57854,1.0,1.0,,1.0,,,,,,,,,,,,,,,Living together,48.0,46.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
68679,,,,,,,,,,,1.0,,,,,,,,Living together,46.0,51.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
90750,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,Living together,54.0,53.0,,,,,2.0,0.0,2.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
70125,1.0,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,Living together,56.0,53.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
67192,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,Living together,51.0,54.0,,,,,1.0,1.0,2.0,No,third born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Protestant,Protestant,Protestant,Catholic,
12029,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,Living together,60.0,58.0,,,,,0.0,1.0,1.0,No,second born,"less than $25,000",Graduate or professional degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion,No Religion,
70745,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,Divorced or living apart,61.0,46.0,,,,,2.0,1.0,3.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
43255,1.0,,,,,,,,,,,1.0,,,,,,,Living together,55.0,49.0,,,,,3.0,1.0,4.0,No,third born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
93856,,,,,,,,,,,,,,,1.0,,1.0,,Living together,51.0,53.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,Protestant
10237,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,Living together,65.0,52.0,,,,,1.0,1.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Catholic,No Religion,No Religion,No Religion
97448,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,55.0,54.0,,,,,1.0,1.0,2.0,No,second born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,Protestant
43603,,,,,,,,,,,,,,,,,,,Living together,49.0,45.0,,,,,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
86974,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,51.0,1960.0,2014.0,,,2.0,0.0,2.0,No,first born,"less than $25,000",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
89165,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,Divorced or living apart,51.0,47.0,,,,,3.0,1.0,4.0,No,first born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,,,,1.0,,1.0,,,,,,1.0,1.0,2.0,multiracial,White,1 or both parents multi-racial,No Religion,Catholic,Catholic,,
97280,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,Living together,49.0,51.0,,,,,0.0,2.0,2.0,No,second born,"$150,000 - $199,999",High school graduate,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
54098,,,,,,,,,,,1.0,,,,,,,,Living together,53.0,54.0,,,,,2.0,0.0,2.0,No,third born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
66156,,,,,,,,,,,,,,,,,,,Living together,53.0,49.0,,,,,2.0,0.0,2.0,No,first born,"$75,000 - $99,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,No Religion,Other Religion
67177,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,Living together,49.0,48.0,,,,,2.0,1.0,3.0,No,first born,"less than $25,000",High school graduate,Postsecondary school  or some college,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,Catholic,
22540,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,Divorced or living apart,50.0,49.0,,,,,1.0,0.0,1.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
70668,,,,,,,,,,,,,,,1.0,,,,Living together,51.0,48.0,,,,,0.0,2.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
15586,,,,1.0,1.0,,,,,,,,1.0,,,,,,Living together,51.0,48.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
27232,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,54.0,54.0,,,,,0.0,0.0,0.0,No,only child,"$200,000 - $249,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
18611,1.0,,,1.0,,,,,,,,,,,,,,,Living together,58.0,53.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,1.0,,,,1.0,,,,1.0,2.0,multiracial,Black,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,
87328,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,Living together,57.0,52.0,,,,,1.0,0.0,1.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
88963,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,56.0,56.0,,,,,3.0,1.0,4.0,No,fiifth born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
61756,,,,,,,,1.0,,,,1.0,,1.0,,,,,Living together,59.0,54.0,,,,,2.0,3.0,5.0,No,fourth born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic,,
57045,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,Living together,63.0,63.0,,,,,1.0,0.0,1.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
49497,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,Living together,49.0,48.0,,,,,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,No Religion,
15031,,,,,1.0,,,,,,,,,,1.0,,,,Living together,56.0,55.0,,,,,1.0,1.0,2.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
79607,,,,,,,,,,,,,,,,,,,Living together,52.0,51.0,,,,,1.0,0.0,1.0,No,first born,,College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
41952,,,,,,,,,,,,,,,1.0,,,,Living together,52.0,50.0,,,,,1.0,0.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
17183,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,58.0,59.0,,,,,4.0,0.0,4.0,No,fiifth born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
