egoid,Extraversion_1,Agreeableness_1,Conscientiousness_1,Neuroticism_1,Openness_1,Extraversion_2,Agreeableness_2,Conscientiousness_2,Neuroticism_2,Openness_2,Extraversion_6,Agreeableness_6,Conscientiousness_6,Neuroticism_6,Openness_6,Extraversion_8,Agreeableness_8,Conscientiousness_8,Neuroticism_8,Openness_8
21971,3.25,4.0,3.7777777,3.5,2.7,,,,,,3.125,3.6666667,3.1111112,3.75,3.1111112,2.25,3.2222223,3.2222223,4.25,2.2222223
58654,4.625,3.6666667,4.4444447,2.125,3.5999999,,,,,,,,,,,,,,,
13928,4.25,3.8888888,3.2222223,1.75,2.3,,,,,,,,,,,,,,,
84502,3.625,4.4444447,4.0,3.125,3.5,,,,,,3.625,3.8888888,3.4444444,2.375,3.6666667,3.75,4.4444447,4.3333335,2.75,3.6666667
64090,2.625,3.4444444,4.4444447,2.875,4.0999999,,,,,,,,,,,,,,,
52123,3.875,2.7777777,2.5555556,2.375,3.4000001,,,,,,4.5,4.2222223,3.5555556,3.0,3.7777777,,,,,
78783,4.125,4.0,4.4444447,2.25,3.3,3.5,4.5555553,3.4444444,2.125,3.6666667,,,,,,,,,,
25197,1.875,4.7777777,4.5555553,3.0,2.7,2.0,4.4444447,4.4444447,3.5,2.8888888,1.5,4.2222223,4.2222223,3.375,2.6666667,1.625,4.0,3.6666667,3.875,2.8888888
35872,4.375,5.0,4.4444447,1.125,3.8,4.125,4.2222223,4.6666665,1.75,4.6666665,4.375,4.0,4.1111112,1.875,4.0,,,,,
93462,3.75,4.2222223,3.0,4.0,4.4000001,,,,,,,,,,,,,,,
23270,2.125,3.5555556,4.5555553,3.375,2.4000001,2.375,3.5555556,4.5555553,3.0,2.7777777,2.25,3.2222223,4.2222223,2.875,3.0,1.5,2.8888888,5.0,3.0,3.3333333
69807,3.625,4.1111112,3.3333333,2.625,3.9000001,,,,,,3.125,4.0,2.8888888,2.0,3.4444444,,,,,
92716,3.75,3.4444444,4.3333335,3.0,3.0999999,3.875,3.7777777,4.4444447,2.5,3.6666667,3.875,4.3333335,4.8888888,2.875,3.5555556,,,,,
66061,4.25,3.4444444,3.2222223,2.875,3.0,,,,,,,,,,,,,,,
56058,2.125,3.2222223,3.4444444,3.375,3.2,1.125,3.4444444,3.0,4.625,2.4444444,,,,,,,,,,
57854,3.875,3.7777777,4.1111112,3.25,3.3,,,,,,,,,,,,,,,
68679,3.0,3.5555556,3.2222223,2.0,3.5999999,3.625,3.6666667,3.1111112,1.75,3.7777777,2.75,3.1111112,2.8888888,3.0,3.5555556,,,,,
90750,3.75,3.6666667,3.6666667,3.125,4.0999999,,,,,,,,,,,,,,,
70125,4.0,3.5555556,4.1111112,3.5,4.1999998,3.625,4.1111112,4.1111112,3.0,4.2222223,,,,,,,,,,
67192,3.25,2.8888888,4.3333335,2.375,3.5999999,3.5,3.0,4.0,2.625,4.3333335,3.25,3.7777777,3.8888888,2.125,4.4444447,,,,,
12029,2.875,3.6666667,2.7777777,3.75,3.5,,,,,,3.125,3.6666667,3.5555556,2.75,3.5555556,,,,,
70745,3.0,3.6666667,3.3333333,2.375,3.5999999,,,,,,3.0,3.6666667,3.6666667,2.625,3.8888888,2.875,3.3333333,3.7777777,1.875,3.8888888
43255,4.25,3.7777777,4.6666665,2.625,2.5999999,,,,,,,,,,,,,,,
93856,2.25,2.7777777,3.5555556,4.375,3.0,,,,,,2.125,2.5555556,2.8888888,4.5,3.7777777,2.25,2.4444444,3.2222223,4.625,3.5555556
10237,2.75,3.7777777,3.3333333,2.875,3.0999999,3.0,3.8888888,3.0,3.0,3.4444444,2.625,3.2222223,2.8888888,3.375,3.4444444,2.75,3.2222223,2.4444444,3.625,3.4444444
97448,4.75,3.7777777,3.6666667,1.5,3.7,4.875,4.4444447,3.5555556,1.625,4.5555553,4.875,3.8888888,3.4444444,1.5,4.1111112,4.625,4.1111112,4.0,2.0,4.2222223
43603,2.875,4.4444447,1.8888888,2.5,2.3,,,,,,,,,,,,,,,
86974,4.125,3.8888888,4.5555553,1.625,2.7,,,,,,,,,,,,,,,
89165,3.75,3.4444444,2.8888888,3.625,2.9000001,,,,,,,,,,,,,,,
97280,3.625,3.1111112,3.7777777,2.75,2.8,3.375,3.4444444,3.6666667,3.375,3.3333333,3.125,3.2222223,3.2222223,3.4285715,3.5555556,,,,,
54098,3.75,3.6666667,2.7777777,3.125,3.2,,,,,,3.375,3.4444444,2.8888888,4.0,3.6666667,,,,,
66156,2.75,3.2222223,2.6666667,4.125,3.0999999,,,,,,3.0,3.7777777,2.2222223,4.125,2.8888888,3.0,4.0,2.0,4.0,3.1111112
67177,3.25,4.0,3.1111112,3.25,3.3,3.0,3.6666667,3.4444444,3.5,3.6666667,2.375,4.0,3.4444444,3.375,4.1111112,,,,,
22540,3.875,3.2222223,2.8888888,3.375,2.8,,,,,,,,,,,,,,,
70668,3.75,3.8888888,2.7777777,2.875,3.2,,,,,,,,,,,,,,,
15586,2.5,3.3333333,3.0,4.25,3.2,,,,,,,,,,,,,,,
27232,4.0,4.2222223,4.0,3.125,2.9000001,,,,,,,,,,,,,,,
18611,3.75,2.8888888,4.1111112,3.5,3.2,3.75,3.2222223,3.4444444,3.625,4.4444447,2.625,2.7777777,4.0,3.875,2.5555556,,,,,
87328,3.75,3.4444444,4.8888888,1.75,2.9000001,4.25,3.8888888,4.2222223,1.75,3.7777777,4.0,4.2222223,4.2222223,1.25,4.8888888,4.125,4.2222223,4.1111112,1.375,4.7777777
88963,3.625,3.7777777,3.5555556,2.5,2.7,,,,,,,,,,,,,,,
61756,3.375,3.1111112,2.8888888,2.875,2.8,,,,,,,,,,,,,,,
57045,3.625,4.3333335,3.1111112,2.875,3.2,,,,,,,,,,,4.5,4.2222223,3.8888888,3.125,4.0
49497,3.0,4.3333335,3.7777777,2.375,3.9000001,2.0,3.8888888,4.1111112,3.125,4.2222223,2.625,3.6666667,3.5555556,2.375,4.3333335,,,,,
15031,4.125,3.6666667,4.3333335,2.375,2.8,4.125,3.8888888,4.4444447,2.875,3.5555556,,,,,,,,,,
79607,3.125,4.4444447,3.7777777,2.625,3.9000001,3.375,4.2222223,3.4444444,3.25,4.4444447,,,,,,,,,,
41952,3.875,3.8888888,3.6666667,1.75,3.4000001,,,,,,,,,,,,,,,
17183,2.625,4.1111112,3.6666667,1.875,2.5999999,,,,,,2.5,3.7777777,3.5555556,2.75,3.0,2.0,4.2222223,4.0,2.25,3.2222223
22408,3.5,3.6666667,4.1111112,3.125,3.0,3.5,4.0,4.2222223,3.5,3.3333333,3.25,4.4444447,4.3333335,2.625,3.6666667,3.875,4.0,4.3333335,2.875,2.5555556
54435,2.625,3.8888888,3.1111112,2.875,2.5,,,,,,2.5,4.0,4.1111112,2.625,3.5555556,,,,,
38554,3.375,3.4444444,3.7777777,3.75,3.0999999,,,,,,,,,,,,,,,
38293,4.5,3.8888888,3.7777777,2.125,2.5,4.5,4.2222223,3.5555556,3.125,2.5555556,4.375,4.2222223,3.7777777,2.875,3.0,4.5,3.8888888,3.3333333,3.0,2.2222223
33785,3.75,4.1111112,4.2222223,3.25,3.8,4.0,3.6666667,3.5555556,2.375,4.0,3.0,2.8888888,2.7777777,4.375,3.6666667,3.0,3.0,2.3333333,4.25,3.4444444
44310,3.25,4.7777777,4.2222223,1.75,3.5999999,,,,,,2.125,4.0,4.0,1.25,2.8888888,2.625,4.1111112,4.2222223,1.5,3.0
33009,3.5,3.5555556,4.0,2.625,2.3,3.0,3.7777777,4.3333335,3.625,3.5555556,3.125,4.3333335,4.1111112,2.5,4.2222223,,,,,
31294,3.75,4.4444447,4.8888888,2.25,3.5999999,3.5,4.3333335,4.6666665,2.375,3.8888888,,,,,,3.25,3.5555556,4.0,3.125,3.7777777
65143,4.125,3.6666667,3.5555556,3.75,2.7,,,,,,,,,,,,,,,
91726,2.75,3.8888888,4.2222223,3.0,3.5,2.625,3.6666667,4.2222223,3.0,4.0,,,,,,,,,,
59355,3.375,3.0,3.4444444,3.625,3.2,3.25,2.5555556,3.2222223,3.75,3.4444444,,,,,,,,,,
96184,2.25,3.4444444,4.2222223,3.25,3.7,2.0,3.5555556,4.3333335,3.75,4.2222223,,,,,,,,,,
92339,3.25,4.0,2.8888888,3.75,3.2,,,,,,3.0,3.7777777,3.2222223,3.125,3.7777777,,,,,
70005,2.375,3.3333333,2.7777777,3.625,2.8,,,,,,,,,,,,,,,
64157,2.625,5.0,4.3333335,2.125,3.2,,,,,,3.625,4.8888888,4.3333335,2.125,3.2222223,,,,,
68050,4.125,3.8888888,3.6666667,2.25,3.2,,,,,,,,,,,,,,,
46151,3.875,4.0,3.6666667,2.875,2.5999999,4.125,3.6666667,4.0,3.375,2.7777777,,,,,,,,,,
79395,3.125,4.3333335,4.2222223,2.5,3.3,3.0,4.1111112,4.5555553,2.625,3.3333333,,,,,,,,,,
59863,3.25,4.0,4.3333335,1.875,3.5,3.375,3.5555556,4.3333335,1.75,3.8888888,,,,,,,,,,
63419,4.25,4.7777777,3.7777777,2.25,2.3,4.375,4.8888888,3.8888888,2.375,2.6666667,3.75,4.5555553,3.5555556,2.625,2.5555556,3.625,4.8888888,3.6666667,3.5,2.6666667
22913,4.25,3.1111112,3.8888888,1.75,3.0,3.625,3.4444444,4.0,1.5,3.4444444,3.5,3.3333333,4.4444447,2.0,3.2222223,,,,,
91313,3.375,3.7777777,3.4444444,2.875,3.5999999,,,,,,,,,,,,,,,
14511,4.25,4.4444447,3.2222223,2.875,4.0,,,,,,,,,,,,,,,
73962,3.375,4.1111112,3.5555556,3.25,3.2,,,,,,3.5,4.4444447,3.3333333,4.0,4.2222223,,,,,
48969,2.0,3.3333333,3.8888888,4.125,2.5,2.5,3.3333333,3.5555556,4.125,2.8888888,2.125,3.6666667,3.6666667,4.0,3.0,2.125,3.4444444,4.6666665,4.5,3.0
22093,3.75,4.2222223,3.6666667,3.25,3.9000001,3.5,3.5555556,2.6666667,3.125,3.5555556,,,,,,,,,,
32919,3.875,3.0,4.1111112,3.125,3.3,2.75,3.0,3.3333333,3.25,3.1111112,,,,,,,,,,
10153,3.125,4.2222223,3.8888888,1.75,3.0,,,,,,3.75,4.4444447,3.3333333,2.25,3.2222223,,,,,
79731,3.25,3.7777777,2.8888888,3.875,3.7,3.375,4.0,2.6666667,4.25,3.8888888,,,,,,,,,,
63611,4.5,4.5555553,2.6666667,2.125,2.7,,,,,,,,,,,,,,,
64296,2.5,3.5555556,4.0,2.75,2.5,3.25,3.7777777,3.6666667,2.125,2.8888888,3.5,3.6666667,3.8888888,2.5,3.7777777,3.5,3.5555556,4.0,2.25,3.2222223
23487,3.125,4.0,3.7777777,3.5,3.3,,,,,,,,,,,,,,,
17569,3.75,3.3333333,4.1111112,2.0,3.4000001,3.875,3.3333333,4.1111112,2.0,4.0,4.625,3.0,3.6666667,2.375,4.2222223,4.0,3.1111112,3.7777777,2.25,4.7777777
77036,2.25,3.4444444,4.0,3.375,2.3,2.125,3.1111112,4.1111112,3.0,2.5555556,2.25,3.4444444,3.6666667,3.0,2.3333333,2.25,3.7777777,4.2222223,3.125,2.6666667
53518,4.625,3.7777777,2.5555556,3.0,3.0999999,,,,,,3.5,2.6666667,2.8888888,2.625,3.1111112,,,,,
92340,3.375,3.6666667,3.6666667,3.375,3.0,,,,,,,,,,,,,,,
37485,3.75,3.2222223,3.2222223,3.25,3.0,,,,,,,,,,,,,,,
33953,4.0,3.8888888,3.7777777,2.75,3.0999999,,,,,,,,,,,,,,,
53333,3.375,2.7777777,3.5555556,2.625,2.4000001,,,,,,,,,,,,,,,
82986,4.375,4.1111112,4.1111112,1.875,3.0999999,4.625,3.8888888,3.7777777,1.75,2.8888888,4.5,4.6666665,3.8888888,2.0,3.0,4.875,4.2222223,3.3333333,1.75,2.7777777
61772,4.0,3.2222223,3.7777777,2.125,3.5,4.0,3.0,3.4444444,2.25,3.4444444,,,,,,,,,,
47280,4.25,4.0,3.8888888,2.0,3.2,3.875,4.0,3.7777777,2.0,3.3333333,,,,,,,,,,
70566,3.875,2.5555556,4.5555553,3.375,2.4000001,3.25,2.7777777,4.5555553,3.625,3.5555556,,,,,,,,,,
82964,3.125,3.6666667,3.3333333,4.25,4.0999999,3.5,3.5555556,3.5555556,3.875,3.8888888,,,,,,,,,,
11402,2.5,3.6666667,3.6666667,2.625,3.4000001,2.625,3.1111112,3.7777777,2.875,4.0,3.0,2.8888888,3.0,3.875,3.5555556,,,,,
38610,3.625,3.6666667,4.1111112,2.875,3.4000001,4.375,4.0,4.4444447,3.25,3.7777777,4.625,4.0,4.7777777,2.5,3.4444444,4.375,3.6666667,4.8888888,2.375,3.1111112
96610,2.625,4.2222223,3.8888888,1.875,2.7,3.0,3.7777777,4.1111112,2.5,3.7777777,2.5,4.5555553,5.0,2.0,4.0,2.5,4.8888888,4.6666665,2.0,4.1111112
77711,2.875,3.4444444,4.0,2.25,2.4000001,2.5,3.1111112,3.5555556,3.0,2.4444444,1.375,2.6666667,3.4444444,3.375,1.7777778,2.0,3.1111112,3.3333333,3.5,2.3333333
48505,5.0,4.7777777,3.4444444,2.625,3.7,,,,,,,,,,,,,,,
78667,3.875,4.0,3.2222223,2.875,4.0,,,,,,,,,,,,,,,
17020,2.75,3.6666667,3.3333333,2.25,2.5999999,2.375,3.5555556,3.4444444,2.625,2.4444444,3.0,4.2222223,3.3333333,2.25,2.6666667,,,,,
48676,4.125,4.2222223,4.1111112,2.875,3.2,,,,,,3.25,4.5555553,4.6666665,3.5,3.3333333,3.5,4.0,4.6666665,3.375,3.3333333
29885,2.5,4.1111112,3.7777777,3.625,2.9000001,2.375,4.2222223,3.2222223,3.75,3.5555556,2.25,3.5555556,3.5555556,3.25,3.1111112,,,,,
32976,4.125,3.7777777,3.5555556,3.125,2.9000001,,,,,,,,,,,,,,,
79167,4.75,4.1111112,4.4444447,1.25,3.4000001,5.0,4.8888888,4.5555553,1.5,4.5555553,4.875,4.7777777,4.5555553,1.75,4.1111112,5.0,4.8888888,5.0,1.625,4.7777777
65061,3.75,3.8888888,3.5555556,3.125,2.5999999,3.0,3.7777777,3.3333333,3.5,2.8888888,,,,,,,,,,
43710,3.625,3.8888888,4.2222223,2.875,2.9000001,,,,,,3.375,3.7777777,4.3333335,3.25,3.2222223,3.625,3.6666667,4.1111112,3.0,3.3333333
61389,2.5,4.0,3.4444444,4.0,3.5,,,,,,,,,,,,,,,
22455,2.5,5.0,5.0,2.75,3.4000001,1.625,4.8888888,5.0,2.75,2.8888888,2.5,4.7777777,4.7777777,3.375,3.8888888,2.75,4.7777777,4.6666665,2.875,4.1111112
82819,3.375,3.3333333,3.6666667,1.25,2.5999999,3.5,2.8888888,4.2222223,1.125,3.1111112,,,,,,,,,,
67771,3.75,3.7777777,2.8888888,2.625,2.5,3.875,3.5555556,3.4444444,2.0,3.1111112,,,,,,,,,,
57443,3.875,4.4444447,3.8888888,3.75,3.0,3.25,4.1111112,3.2222223,3.5,3.5555556,3.375,3.8888888,3.3333333,3.625,3.3333333,3.75,4.4444447,3.8888888,3.875,3.3333333
96469,3.75,3.4444444,3.6666667,2.125,3.0,,,,,,3.375,3.3333333,3.3333333,2.25,3.3333333,2.0,2.5,3.0,3.0,3.0
94579,2.625,2.8888888,,2.5,2.8,2.625,3.4444444,3.5555556,3.0,3.3333333,2.625,3.2222223,3.3333333,2.625,3.3333333,2.5,3.0,3.1111112,3.375,3.3333333
29257,3.125,3.3333333,4.1111112,1.875,3.3,3.125,3.2222223,4.2222223,2.125,3.7777777,2.625,3.5555556,3.5555556,1.625,3.3333333,2.75,3.6666667,3.7777777,1.625,3.8888888
23518,3.375,4.4444447,3.3333333,2.5,3.2,3.25,4.1111112,3.6666667,3.125,3.5555556,3.125,4.0,2.8888888,3.0,3.4444444,,,,,
80484,4.25,3.8888888,3.0,3.0,3.2,3.625,3.8888888,3.1111112,2.75,4.4444447,,,,,,,,,,
49539,3.5,3.6666667,2.8888888,2.375,3.3,2.625,4.1111112,2.5555556,1.75,3.7777777,2.5,4.2222223,3.0,1.75,3.4444444,,,,,
63904,2.125,4.5555553,4.1111112,3.875,2.4000001,2.25,3.8888888,4.0,3.875,2.6666667,1.875,4.0,4.1111112,3.875,2.6666667,1.875,3.1111112,3.7777777,3.375,2.7777777
82490,3.0,4.0,4.2222223,2.75,2.9000001,3.25,3.7777777,3.3333333,3.125,3.0,3.125,4.0,3.6666667,2.875,2.8888888,,,,,
20335,3.875,2.7777777,3.2222223,2.125,3.3,4.375,2.8888888,3.0,1.875,4.0,4.25,3.8888888,2.8888888,2.0,3.6666667,3.75,3.4444444,3.0,2.0,4.2222223
35031,4.5,3.2222223,3.7777777,1.625,3.0,4.5,3.1111112,4.4444447,2.0,3.2222223,4.625,3.8888888,4.0,1.375,4.1111112,,,,,
88185,3.625,3.5555556,,2.625,3.2,3.625,3.6666667,4.4444447,1.75,3.1111112,,,,,,3.625,4.5555553,4.3333335,2.625,3.0
35344,2.625,4.3333335,4.0,2.625,3.4000001,3.25,4.3333335,3.8888888,2.5,3.6666667,1.75,3.7777777,3.8888888,3.25,3.0,1.375,4.1111112,4.1111112,4.25,3.3333333
31175,4.125,3.6666667,3.7777777,3.375,2.8,3.625,3.5555556,3.8888888,3.125,3.3333333,,,,,,2.625,3.4444444,3.1111112,2.875,3.3333333
41167,3.625,3.4444444,3.8888888,3.25,3.4000001,3.5,2.7777777,3.6666667,2.25,3.8888888,,,,,,,,,,
98325,3.75,4.5555553,3.4444444,3.0,3.4000001,4.375,4.3333335,4.0,3.25,4.1111112,,,,,,,,,,
36963,3.375,3.4444444,3.3333333,2.875,3.7,3.125,3.1111112,3.1111112,3.375,4.3333335,,,,,,,,,,
50666,3.25,3.5555556,3.0,3.25,3.2,,,,,,,,,,,3.375,3.6666667,2.8888888,3.0,3.6666667
98624,2.625,3.0,4.4444447,3.625,3.0999999,2.75,3.0,3.5555556,3.375,3.4444444,,,,,,,,,,
42617,2.875,3.6666667,3.5555556,3.375,2.5999999,,,,,,2.75,4.0,4.0,2.75,2.6666667,2.75,4.5555553,4.4444447,2.625,2.7777777
58793,2.75,3.2222223,3.8888888,3.75,2.4000001,2.75,3.7777777,4.0,3.0,3.0,,,,,,,,,,
25125,2.375,3.6666667,2.7777777,2.5,3.8,,,,,,2.5,4.3333335,3.1111112,3.125,4.0,,,,,
25548,3.25,3.0,3.7777777,2.375,3.0999999,4.375,3.8888888,3.5555556,2.5,3.3333333,3.875,4.0,3.6666667,2.125,3.6666667,3.75,3.8888888,3.4444444,2.5,3.6666667
25966,2.75,3.6666667,3.5555556,3.875,3.4000001,3.0,3.8888888,3.2222223,3.5,4.1111112,2.5,3.7777777,3.4444444,3.0,3.3333333,,,,,
95444,4.875,3.5555556,,3.75,2.8,,,,,,,,,,,,,,,
96689,3.875,4.3333335,3.3333333,3.25,2.5999999,4.125,4.2222223,3.5555556,3.25,2.8888888,4.0,4.0,3.2222223,3.0,2.8888888,,,,,
22587,2.125,3.8888888,2.0,3.0,2.8,3.0,3.5555556,2.0,2.75,3.0,,,,,,,,,,
43581,4.0,2.8888888,2.7777777,3.625,2.9000001,,,,,,4.5,3.2222223,2.3333333,3.75,3.1111112,,,,,
75578,4.25,3.4444444,4.4444447,2.25,3.7,5.0,3.6666667,4.3333335,2.3333333,5.0,,,,,,,,,,
43507,4.5,4.2222223,3.3333333,3.625,3.3,,,,,,,,,,,,,,,
91551,4.5,3.0,3.6666667,2.0,3.8,4.5,4.0,3.8888888,1.5,4.3333335,,,,,,4.25,3.1111112,4.2222223,2.125,4.3333335
30676,4.5,2.1111112,4.6666665,3.125,2.5999999,,,,,,,,,,,,,,,
19030,3.5,3.3333333,3.0,2.875,3.9000001,4.25,3.3333333,3.0,2.625,3.8888888,,,,,,,,,,
33657,2.75,4.0,3.2222223,2.75,3.4000001,2.625,4.0,2.8888888,3.75,3.4444444,2.0,4.7777777,3.1111112,3.75,3.3333333,2.375,4.4444447,3.4444444,3.5,3.6666667
76521,3.125,3.6666667,4.2222223,3.0,1.9,,,,,,,,,,,,,,,
52848,3.75,3.8888888,4.1111112,2.0,3.2,3.75,4.5555553,4.2222223,2.125,4.0,,,,,,,,,,
40231,3.0,4.1111112,3.4444444,2.625,3.0999999,,,,,,,,,,,,,,,
65656,3.625,4.3333335,4.2222223,2.375,3.5999999,3.625,4.5555553,3.5555556,2.5,4.0,3.875,4.0,3.4444444,2.5,3.8888888,4.0,4.3333335,4.3333335,2.375,4.6666665
30610,3.375,4.3333335,3.4444444,2.875,3.9000001,,,,,,,,,,,,,,,
36117,3.125,3.5555556,4.4444447,2.75,3.4000001,3.75,3.6666667,4.1111112,2.375,3.7777777,2.375,3.3333333,3.2222223,3.0,3.4444444,2.375,3.6666667,4.1111112,2.5,3.5555556
82587,2.75,3.6666667,3.8888888,3.25,2.9000001,,,,,,2.375,3.8888888,3.7777777,3.75,3.3333333,2.625,3.4444444,3.6666667,3.5714285,3.2222223
14690,3.875,3.0,2.7777777,3.0,2.4000001,,,,,,,,,,,,,,,
40569,4.875,4.6666665,4.8888888,1.75,3.3,,,,,,,,,,,,,,,
97021,2.5,3.1111112,3.5555556,3.875,3.4000001,,,,,,,,,,,,,,,
26320,3.875,3.8888888,3.5555556,3.375,3.4000001,3.875,3.8888888,4.2222223,3.25,4.0,3.75,4.2222223,3.4444444,3.25,4.3333335,3.875,4.2222223,3.6666667,3.5,4.0
77532,4.625,3.8888888,4.0,3.0,3.5999999,,,,,,4.0,3.7777777,3.5555556,3.375,3.7777777,4.375,4.4444447,4.1111112,3.0,3.8888888
92515,2.875,4.1111112,3.7777777,2.25,3.3,2.875,4.3333335,4.0,2.375,3.2222223,1.875,3.4444444,4.2222223,3.375,3.3333333,1.75,3.7777777,3.3333333,3.25,3.1111112
97844,4.625,4.4444447,3.5555556,2.5,3.0999999,,,,,,4.125,4.4444447,2.8888888,2.75,2.8888888,4.5,4.7777777,3.5555556,2.0,2.5555556
81647,4.0,4.0,3.6666667,2.75,3.7,,,,,,,,,,,4.25,3.7777777,2.4444444,3.5,4.4444447
33127,3.5,4.0,4.2222223,2.25,3.0999999,,,,,,,,,,,,,,,
45958,3.875,3.5555556,4.0,2.5,3.8,3.0,4.0,4.3333335,2.5,4.3333335,,,,,,,,,,
49790,4.25,4.1111112,3.5555556,2.25,3.5,4.625,4.5555553,4.3333335,1.875,4.3333335,,,,,,4.875,4.7777777,3.0,1.875,4.3333335
74251,3.375,4.5555553,4.7777777,3.0,3.2,,,,,,,,,,,,,,,
28326,4.125,3.5555556,4.0,2.875,3.7,3.5,2.5555556,4.1111112,2.875,4.1111112,,,,,,,,,,
20507,3.5,3.5555556,5.0,2.75,3.5999999,4.125,4.3333335,4.7777777,3.375,4.1111112,,,,,,,,,,
71592,2.625,4.1111112,3.4444444,3.0,2.9000001,2.0,4.1111112,3.6666667,3.25,3.2222223,,,,,,,,,,
15181,1.875,4.1111112,3.7777777,2.375,3.3,,,,,,2.125,4.3333335,3.8888888,2.625,3.5555556,3.125,3.7777777,3.6666667,2.625,3.7777777
70209,2.625,3.2222223,3.4444444,2.875,3.7,2.5,3.1111112,3.3333333,3.0,4.3333335,,,,,,,,,,
78657,2.625,3.5555556,3.2222223,3.125,3.5999999,2.875,3.7777777,3.0,3.375,3.4444444,,,,,,2.75,4.0,3.5555556,2.75,3.8888888
21887,3.75,3.2222223,3.6666667,1.75,2.8,3.5,3.4444444,3.5555556,1.75,3.0,,,,,,,,,,
48154,3.75,4.3333335,4.2222223,2.25,2.9000001,3.75,4.5555553,4.4444447,2.0,3.0,4.875,4.6666665,4.0,1.875,3.1111112,4.625,4.8888888,4.3333335,2.0,3.0
92953,5.0,4.3333335,3.4444444,1.5,3.0999999,,,,,,,,,,,,,,,
90192,4.625,2.6666667,3.2222223,3.125,3.8,4.25,2.8888888,3.5555556,2.875,4.0,,,,,,,,,,
51495,4.375,3.7777777,4.2222223,2.875,2.4000001,,,,,,4.75,3.6666667,4.7777777,3.25,3.3333333,4.875,3.4444444,4.6666665,3.125,3.1111112
34344,2.875,4.1111112,3.0,3.625,4.0,3.125,4.8888888,2.8888888,3.75,4.4444447,,,,,,,,,,
21793,2.5,3.6666667,4.2222223,3.0,2.5,2.875,3.3333333,3.8888888,2.375,3.2222223,,,,,,,,,,
37218,2.875,3.6666667,4.2222223,2.375,3.4000001,,,,,,,,,,,,,,,
17932,3.375,3.8888888,3.7777777,2.375,3.4000001,3.5,3.7777777,3.4444444,2.125,3.7777777,3.125,3.1111112,3.7777777,2.0,3.5555556,3.5,3.6666667,3.6666667,2.125,3.3333333
95026,3.625,3.7777777,4.0,2.875,4.3000002,,,,,,3.25,4.0,3.8888888,2.875,4.4444447,,,,,
66800,3.375,3.0,4.1111112,2.125,2.3,,,,,,,,,,,,,,,
73693,3.625,3.6666667,3.1111112,3.25,2.4000001,,,,,,,,,,,,,,,
80429,3.75,3.2222223,3.3333333,3.625,2.9000001,,,,,,3.5,3.5555556,3.1111112,2.625,3.3333333,3.375,3.8888888,3.2222223,2.625,3.4444444
75149,4.875,4.2222223,3.4444444,2.375,3.3,4.875,3.7777777,3.6666667,2.25,3.7777777,4.375,3.8888888,3.4444444,3.375,3.6666667,4.625,2.7777777,3.2222223,3.625,3.3333333
61659,3.25,3.4444444,3.2222223,3.0,3.2,,,,,,,,,,,,,,,
81420,3.875,3.7777777,4.0,2.5,3.0999999,4.125,3.2222223,4.3333335,3.0,3.5555556,,,,,,,,,,
33740,3.5,3.6666667,3.1111112,2.875,3.0,3.5,4.5555553,3.2222223,3.625,3.5555556,3.25,3.8888888,2.8888888,3.875,3.4444444,3.5,4.3333335,2.6666667,3.625,4.0
37979,3.625,4.2222223,3.5555556,3.25,3.5,,,,,,,,,,,,,,,
87192,3.625,4.6666665,3.5555556,2.875,2.5,,,,,,,,,,,,,,,
67709,3.375,4.2222223,3.6666667,2.625,3.7,3.125,4.2222223,3.5555556,2.5,4.1111112,2.75,4.1111112,3.4444444,3.375,4.3333335,3.0,4.1111112,3.2222223,3.5,4.1111112
36552,3.25,3.8888888,3.8888888,3.25,3.5999999,3.625,4.0,3.8888888,2.875,3.8888888,3.25,4.4444447,4.2222223,2.875,3.6666667,3.0,3.6666667,4.0,3.625,3.4444444
14301,2.375,4.1111112,3.6666667,3.75,2.8,,,,,,2.625,4.2222223,4.0,2.25,3.2222223,2.625,3.6666667,3.5555556,2.875,3.1111112
36384,4.875,4.7777777,4.4444447,1.0,3.9000001,,,,,,,,,,,,,,,
63138,4.125,4.4444447,4.2222223,2.0,2.5,4.5,4.7777777,4.2222223,1.875,3.2222223,4.0,4.0,3.8888888,3.625,3.0,4.5,4.4444447,4.3333335,3.375,3.2222223
51298,3.25,3.8888888,3.3333333,2.625,2.8,,,,,,3.375,3.6666667,3.3333333,2.5,3.8888888,3.25,4.0,3.6666667,2.625,3.8888888
74632,2.625,4.1111112,4.0,3.5,3.5,,,,,,2.375,4.1111112,3.3333333,3.625,3.3333333,2.75,4.1111112,3.7777777,3.25,3.3333333
16654,4.5,3.4444444,3.5555556,2.75,2.7,4.125,3.5555556,3.3333333,3.0,2.7777777,,,,,,,,,,
54394,3.875,3.5555556,4.2222223,3.0,2.8,4.25,4.1111112,3.5555556,3.125,3.6666667,,,,,,,,,,
84768,2.5,3.3333333,4.0,3.625,3.7,,,,,,,,,,,,,,,
29134,2.625,4.0,3.6666667,2.25,3.4000001,3.0,3.7777777,3.5555556,2.25,3.2222223,3.375,3.6666667,3.4444444,2.375,3.7777777,,,,,
24029,2.625,3.2222223,3.6666667,3.25,3.0,2.25,3.3333333,2.7777777,3.0,3.7777777,3.25,4.0,4.0,1.875,4.0,,,,,
