egoid,Trust_1_5,Trust_2_5,Trust_3_5,Trust_4_5,Trust_5_5,Trust_6_5,Trust_5,lonely_1_5,lonely_2_5,lonely_3_5,lonely_4_5,lonely_5_5,lonely_6_5,lonely_7_5,lonely_8_5,lonely_9_5,lonely_10_5,lonely_11_5,lonely_12_5,lonely_13_5,lonely_14_5,lonely_15_5,selsa_rom_5,selsa_fam_5,selsa_soc_5,SelfEff_exercise_1_5,SelfEff_exercise_2_5,SelfEff_exercise_3_5,SelfEff_exercise_4_5,SelfEff_exercise_5_5,SelfEff_exercise_6_5,SelfEff_exercise_7_5,SelfEff_exercise_8_5,SelfEff_exercise_9_5,SelfEff_exercise_10_5,SelfEff_exercise_11_5,SelfEff_exercise_12_5,SelfEff_exercise_13_5,SelfEff_exercise_14_5,SelfEff_exercise_15_5,SelfEff_exercise_16_5,SelfEff_exercise_17_5,SelfEff_exercise_18_5,SelfEff_exercise_scale_5
89161,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
54956,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,1.1537436,-0.041272163,0.4598425,29.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,45.0,29.0,28.0,28.0,29.0,41.0,21.0,28.0,40.0,31.111111
14847,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,1.8333334,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Agree,Somewhat Agree,0.94296622,-0.029881131,1.8864309,30.0,31.0,41.0,28.0,29.0,9.0,9.0,11.0,9.0,11.0,12.0,13.0,15.0,15.0,75.0,21.0,20.0,19.0,22.111111
85453,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.56003731,-0.53814918,-0.87770587,81.0,100.0,100.0,100.0,60.0,86.0,87.0,82.0,61.0,100.0,76.0,50.0,57.0,95.0,100.0,56.0,55.0,100.0,80.333336
19827,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
31121,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
38683,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
82918,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
43382,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,3.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.475124,-0.29391766,-0.85164279,3.0,3.0,3.0,3.0,3.0,4.0,12.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,4.0,4.0,3.0,6.0,4.2222223
44344,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,-0.22498323,0.34033853,0.13671699,50.0,81.0,59.0,9.0,19.0,9.0,9.0,9.0,28.0,18.0,18.0,50.0,65.0,10.0,82.0,51.0,51.0,30.0,36.0
94215,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,2.3333333,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,-1.3793517,-0.17768519,0.35308552,100.0,83.0,100.0,86.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,100.0,93.0,100.0,100.0,52.0,53.0,100.0,92.111115
80675,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
57144,Agree,Agree,Agree,Agree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,1.0277615,-0.81088054,0.094284639,24.0,26.0,52.0,39.0,26.0,24.0,23.0,30.0,36.0,44.0,13.0,49.0,42.0,47.0,51.0,39.0,23.0,23.0,33.944443
94662,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
98700,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
44675,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
33341,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
37396,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
65072,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.1814002,-0.58636516,-0.48439264,60.0,24.0,90.0,60.0,90.0,54.0,88.0,26.0,36.0,80.0,41.0,40.0,27.0,80.0,91.0,30.0,23.0,84.0,56.888889
37148,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
11910,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,2.8333333,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.90027952,-0.58214933,-0.84471226,58.0,43.0,76.0,67.0,67.0,70.0,74.0,77.0,75.0,84.0,23.0,45.0,26.0,77.0,85.0,8.0,10.0,80.0,58.055557
75438,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.6666667,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4715923,-0.57353044,-0.50563151,71.0,90.0,91.0,74.0,87.0,48.0,88.0,72.0,48.0,87.0,54.0,88.0,87.0,86.0,86.0,88.0,55.0,88.0,77.111115
99733,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,4.1666665,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.27761814,-0.54136586,-0.88883275,97.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,96.0,95.0,95.0,97.0,96.0,95.0,95.0,81.0,80.0,94.055557
27407,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,1.1969272,0.32265106,0.14870062,42.0,42.0,32.0,63.0,82.0,85.0,83.0,84.0,49.0,82.0,24.0,93.0,92.0,91.0,92.0,62.0,22.0,93.0,67.388885
14250,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
43794,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,-1.0560092,-0.2256154,0.60912293,28.0,9.0,85.0,24.0,9.0,12.0,10.0,35.0,10.0,54.0,11.0,13.0,16.0,24.0,12.0,5.0,7.0,61.0,23.611111
73918,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
60216,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.3333333,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,0.14553671,1.1164306,0.71036202,100.0,51.0,7.0,59.0,56.0,59.0,94.0,84.0,40.0,100.0,78.0,78.0,100.0,100.0,80.0,50.0,100.0,68.0,72.444443
28681,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
51437,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.87837046,-0.53420728,-0.91361403,80.0,100.0,100.0,19.0,100.0,84.0,100.0,63.0,17.0,99.0,90.0,100.0,80.0,100.0,100.0,22.0,81.0,100.0,79.722221
21932,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2568357,-0.67870998,-0.49588516,60.0,80.0,100.0,40.0,80.0,100.0,100.0,50.0,30.0,75.0,10.0,10.0,70.0,83.0,100.0,34.0,1.0,99.0,62.333332
29733,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
98206,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0549603,-0.56929177,-0.88090104,100.0,100.0,100.0,49.0,100.0,100.0,100.0,100.0,47.0,100.0,1.0,1.0,1.0,100.0,100.0,2.0,1.0,100.0,66.777779
36385,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,Strongly Agree,Disagree,Agree,Agree,0.46299124,0.12380203,0.11160781,29.0,22.0,72.0,34.0,34.0,34.0,34.0,34.0,72.0,60.0,23.0,73.0,39.0,61.0,80.0,37.0,34.0,77.0,47.166668
26651,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
54030,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,3.6666667,Disagree,Disagree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,0.07116057,-0.88675696,0.6678943,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
67993,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.6666667,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,39.0,28.0,50.0,50.0,64.0,48.0,26.0,26.0,25.0,48.0,25.0,24.0,25.0,45.0,63.0,47.0,21.0,48.0,39.0
96543,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.6666667,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4225701,-0.57962638,-0.47587183,30.0,14.0,9.0,7.0,88.0,67.0,86.0,8.0,30.0,72.0,8.0,10.0,15.0,61.0,25.0,54.0,25.0,82.0,38.388889
49800,Disagree,Agree,Agree,Agree,Agree,Agree,2.6666667,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,-1.1181529,-0.65725291,0.77472335,91.0,25.0,38.0,52.0,63.0,63.0,63.0,64.0,68.0,64.0,60.0,52.0,43.0,59.0,49.0,49.0,44.0,65.0,56.222221
29296,Agree,Agree,Agree,Agree,Agree,Agree,3.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1.3368639,0.30839828,-1.0970801,53.0,51.0,53.0,77.0,78.0,85.0,85.0,85.0,80.0,74.0,77.0,21.0,24.0,70.0,69.0,29.0,74.0,77.0,64.555557
11002,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
72850,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,-1.4857239,-0.73031116,1.0483958,51.0,78.0,78.0,2.0,60.0,76.0,76.0,28.0,35.0,77.0,77.0,22.0,76.0,74.0,82.0,85.0,83.0,82.0,63.444443
15134,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333,Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,0.79553539,0.14307888,-1.0446765,71.0,42.0,89.0,31.0,94.0,93.0,92.0,90.0,92.0,93.0,91.0,90.0,58.0,99.0,95.0,93.0,45.0,99.0,80.944443
69124,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
42531,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4105169,-0.64319521,-0.19678096,7.0,11.0,39.0,12.0,10.0,7.0,5.0,13.0,4.0,7.0,5.0,3.0,44.0,9.0,7.0,6.0,18.0,6.0,11.833333
34062,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,1.0704432,-0.357728,-0.0097678807,100.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5
18111,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.3333333,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.81534779,0.42198518,0.085311383,23.0,24.0,83.0,23.0,21.0,20.0,19.0,29.0,29.0,21.0,21.0,18.0,18.0,16.0,88.0,34.0,18.0,55.0,31.111111
42646,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.37554762,0.50275284,-0.47079664,81.0,81.0,83.0,57.0,44.0,57.0,84.0,72.0,60.0,84.0,59.0,86.0,82.0,85.0,87.0,83.0,87.0,85.0,75.388885
63922,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
59097,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,2.8333333,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,-0.81141001,1.3871967,0.99400091,19.0,10.0,43.0,42.0,79.0,17.0,15.0,10.0,28.0,54.0,26.0,59.0,12.0,72.0,29.0,78.0,43.0,56.0,38.444443
72912,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,2.3333333,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,18.0,20.0,19.0,18.0,18.0,17.0,17.0,18.0,19.0,18.0,18.0,18.0,18.0,82.0,83.0,53.0,22.0,50.0,29.222221
91484,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
24833,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.6666667,Disagree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.74621236,0.083854921,0.15317726,78.0,59.0,90.0,68.0,90.0,89.0,89.0,77.0,45.0,89.0,60.0,35.0,39.0,90.0,76.0,47.0,47.0,90.0,69.888885
21971,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.3333333,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-1.0801491,0.32555729,0.47460094,29.0,12.0,52.0,50.0,52.0,47.0,49.0,50.0,19.0,20.0,3.0,4.0,22.0,48.0,50.0,2.0,22.0,53.0,32.444443
58654,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
13928,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
84502,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,0.0016594204,-0.72855037,-0.11631055,100.0,100.0,100.0,70.0,71.0,100.0,99.0,69.0,85.0,93.0,100.0,87.0,67.0,86.0,44.0,52.0,84.0,45.0,80.666664
64090,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
52123,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,4.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2744895,-0.58846045,-0.83858752,1.0,1.0,19.0,19.0,39.0,27.0,35.0,25.0,34.0,41.0,21.0,10.0,22.0,38.0,9.0,30.0,18.0,50.0,24.388889
78783,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,3.6666667,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,1.3199372,-0.78745258,0.082587093,85.0,76.0,100.0,90.0,97.0,100.0,100.0,88.0,83.0,99.0,87.0,100.0,71.0,86.0,100.0,67.0,73.0,80.0,87.888885
25197,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,3.1666667,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,1.2386271,0.26762027,-0.76159203,90.0,70.0,95.0,60.0,95.0,100.0,80.0,65.0,90.0,95.0,75.0,69.0,85.0,95.0,90.0,80.0,60.0,95.0,82.722221
35872,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.8333333,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.43931195,-0.49587002,-0.99824107,31.0,6.0,81.0,9.0,74.0,44.0,78.0,100.0,57.0,77.0,16.0,8.0,14.0,100.0,100.0,69.0,7.0,47.0,51.0
93462,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
23270,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,2.6666667,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.24769238,-0.55107009,-0.8276521,95.0,96.0,97.0,53.0,70.0,70.0,86.0,87.0,50.0,99.0,78.0,84.0,50.0,92.0,91.0,93.0,96.0,95.0,82.333336
69807,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
92716,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,3.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,100.0,51.0,100.0,100.0,100.0,100.0,100.0,100.0,24.0,100.0,15.0,49.0,64.0,100.0,100.0,51.0,37.0,100.0,77.277779
66061,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
