egoid,gender_1,momdec_1,momusa_1,daddec_1,dadusa_1,parentstatus_1,dadage_1,momage_1,numsib_1,birthorder_1,parentincome_1,parenteduc_1,momrace_1,dadrace_1,momrelig_1,dadrelig_1,yourelig_1
82918,Female,0.0,1.0,0.0,1.0,Living together,52.0,51.0,1.0,first born,"$250,000 or more",both parent college,Asian-American,Asian-American,No Religion,No Religion,Catholic
43382,Male,0.0,0.0,0.0,0.0,Living together,51.0,54.0,2.0,second born,"$100,000 - $149,999",both parent college,multiracial,White,Catholic,Catholic,Catholic
44344,Male,0.0,1.0,0.0,1.0,Living together,53.0,51.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
94215,Male,0.0,0.0,0.0,0.0,Living together,46.0,45.0,2.0,second born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
80675,Male,0.0,0.0,0.0,0.0,Divorced or living apart,56.0,52.0,4.0,fourth born,"$25,000 - $49,999",1 parent no college,White,White,Catholic,Catholic,No Religion
57144,Female,0.0,0.0,0.0,0.0,Living together,49.0,53.0,1.0,first born,"$250,000 or more",both parent college,White,Asian-American,Other Religion,Other Religion,Other Religion
94662,Female,0.0,0.0,0.0,0.0,Living together,49.0,48.0,3.0,first born,"$100,000 - $149,999",both parent college,White,White,Other Religion,Catholic,Other Religion
98700,Female,0.0,0.0,0.0,1.0,Living together,51.0,49.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
44675,Female,0.0,0.0,0.0,0.0,Living together,50.0,46.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Other Religion
33341,Female,0.0,0.0,0.0,0.0,Living together,50.0,54.0,1.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
37396,Female,0.0,0.0,0.0,0.0,Living together,49.0,48.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
65072,Male,0.0,0.0,0.0,0.0,Living together,54.0,52.0,3.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
37148,Male,0.0,0.0,0.0,0.0,Living together,51.0,50.0,2.0,third born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,Catholic,Catholic
11910,Female,0.0,1.0,0.0,1.0,Living together,38.0,38.0,2.0,first born,"$50,000 - $74,999",Both no college,Latino,Latino,Catholic,Catholic,Catholic
75438,Female,0.0,0.0,0.0,0.0,Living together,56.0,58.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
99733,Female,0.0,1.0,0.0,0.0,Living together,66.0,54.0,1.0,second born,"$75,000 - $99,999",both parent college,White,White,Catholic,Protestant,Catholic
27407,Male,0.0,0.0,0.0,0.0,Living together,56.0,50.0,3.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
14250,Female,0.0,0.0,0.0,0.0,Living together,49.0,47.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
43794,Female,0.0,0.0,0.0,0.0,Divorced or living apart,53.0,51.0,1.0,second born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,Protestant,No Religion
73918,Female,0.0,0.0,0.0,0.0,Living together,51.0,51.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
60216,Male,0.0,1.0,0.0,1.0,Divorced or living apart,56.0,48.0,2.0,third born,"$25,000 - $49,999",Both no college,White,White,Catholic,Catholic,Catholic
28681,Female,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,47.0,1.0,second born,"$25,000 - $49,999",both parent college,White,White,Catholic,Catholic,Catholic
51437,Female,0.0,0.0,0.0,0.0,Living together,52.0,55.0,2.0,second born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
21932,Male,0.0,0.0,0.0,0.0,Living together,62.0,56.0,5.0,"sixth born of later, the youngest","$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
29733,Female,0.0,1.0,0.0,1.0,Living together,55.0,54.0,1.0,second born,"$100,000 - $149,999",both parent college,Black,Black,Catholic,Catholic,Protestant
98206,Female,0.0,0.0,0.0,0.0,Living together,53.0,52.0,1.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
36385,Female,0.0,0.0,0.0,0.0,Living together,55.0,54.0,2.0,second born,"$250,000 or more",both parent college,White,White,Protestant,Protestant,Protestant
26651,Male,0.0,0.0,0.0,0.0,Living together,54.0,54.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
54030,Female,0.0,0.0,0.0,0.0,Living together,42.0,45.0,1.0,second born,"$200,000 - $249,999",both parent college,Black,Black,Protestant,Protestant,Protestant
67993,Female,0.0,0.0,0.0,0.0,Divorced or living apart,47.0,48.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
96543,Male,0.0,0.0,0.0,0.0,Living together,52.0,48.0,0.0,only child,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
49800,Female,0.0,1.0,0.0,1.0,Living together,44.0,40.0,2.0,first born,"$75,000 - $99,999",Both no college,Asian-American,Asian-American,Catholic,Catholic,Catholic
29296,Female,0.0,0.0,0.0,0.0,Living together,49.0,47.0,2.0,second born,"$75,000 - $99,999",both parent college,White,multiracial,Catholic,Catholic,Catholic
11002,Male,0.0,0.0,0.0,0.0,Living together,59.0,55.0,1.0,second born,"$25,000 - $49,999",both parent college,White,White,Other Religion,Protestant,No Religion
72850,Female,0.0,0.0,0.0,0.0,Living together,50.0,48.0,2.0,second born,"$150,000 - $199,999",both parent college,White,White,Protestant,Protestant,Protestant
15134,Female,0.0,0.0,0.0,0.0,Living together,54.0,54.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Protestant,Protestant,Protestant
69124,Male,0.0,1.0,0.0,1.0,Living together,54.0,47.0,1.0,second born,"$75,000 - $99,999",Both no college,Latino,Latino,Catholic,Catholic,Catholic
42531,Female,0.0,0.0,0.0,0.0,Living together,56.0,56.0,3.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
34062,Female,0.0,0.0,0.0,0.0,Living together,52.0,52.0,2.0,second born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
18111,Female,0.0,0.0,0.0,0.0,Living together,64.0,50.0,2.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
42646,Female,0.0,0.0,0.0,0.0,Living together,54.0,55.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
63922,Female,0.0,0.0,0.0,0.0,Living together,45.0,44.0,3.0,first born,"$25,000 - $49,999",both parent college,White,White,Protestant,Protestant,Protestant
59097,Male,0.0,0.0,0.0,0.0,Living together,50.0,49.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
72912,Female,0.0,0.0,0.0,0.0,Divorced or living apart,37.0,35.0,2.0,first born,"$75,000 - $99,999",both parent college,Black,Black,Protestant,No Religion,Protestant
91484,Female,0.0,0.0,0.0,0.0,Living together,54.0,50.0,0.0,only child,"$100,000 - $149,999",both parent college,Asian-American,Asian-American,Protestant,Protestant,Protestant
24833,Female,0.0,0.0,0.0,0.0,Living together,52.0,50.0,2.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
21971,Female,0.0,0.0,0.0,0.0,Living together,53.0,51.0,2.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
58654,Female,0.0,0.0,0.0,0.0,Living together,59.0,58.0,0.0,only child,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
13928,Female,0.0,0.0,0.0,0.0,Living together,43.0,43.0,6.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
84502,Female,0.0,0.0,0.0,0.0,Living together,51.0,51.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
64090,Female,0.0,0.0,0.0,0.0,Divorced or living apart,48.0,46.0,1.0,second born,"$75,000 - $99,999",1 parent no college,multiracial,multiracial,Protestant,Protestant,Protestant
52123,Female,0.0,0.0,0.0,0.0,Living together,50.0,45.0,2.0,first born,"$250,000 or more",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
78783,Male,0.0,1.0,0.0,1.0,Living together,52.0,52.0,1.0,second born,"$100,000 - $149,999",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
25197,Male,0.0,0.0,0.0,0.0,Divorced or living apart,64.0,58.0,2.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
35872,Male,0.0,1.0,0.0,1.0,Living together,50.0,41.0,3.0,first born,"$25,000 - $49,999",Both no college,Black,Black,Other Religion,Other Religion,Other Religion
93462,Female,0.0,0.0,0.0,1.0,Living together,51.0,50.0,3.0,third born,"$150,000 - $199,999",both parent college,White,multiracial,Catholic,Catholic,Catholic
23270,Female,0.0,0.0,0.0,0.0,Divorced or living apart,55.0,55.0,5.0,fiifth born,"$250,000 or more",both parent college,White,White,Catholic,No Religion,Catholic
69807,Male,0.0,0.0,0.0,0.0,Living together,54.0,56.0,1.0,second born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
92716,Male,0.0,0.0,0.0,0.0,Living together,49.0,57.0,1.0,first born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,Catholic,Catholic
66061,Male,0.0,1.0,0.0,1.0,Living together,54.0,51.0,1.0,first born,"$100,000 - $149,999",1 parent no college,multiracial,multiracial,Catholic,Other Religion,Catholic
56058,Male,0.0,0.0,0.0,0.0,Living together,45.0,44.0,1.0,first born,"$100,000 - $149,999",both parent college,White,Latino,Catholic,Catholic,Catholic
57854,Female,0.0,0.0,0.0,0.0,Living together,48.0,46.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
68679,Male,0.0,0.0,0.0,0.0,Living together,46.0,51.0,1.0,first born,"$250,000 or more",both parent college,Latino,Latino,Catholic,Catholic,Catholic
90750,Female,0.0,0.0,0.0,0.0,Living together,54.0,53.0,2.0,third born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
70125,Female,0.0,1.0,0.0,0.0,Living together,56.0,53.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
67192,Female,0.0,1.0,0.0,1.0,Living together,51.0,54.0,2.0,third born,"$25,000 - $49,999",both parent college,multiracial,multiracial,Protestant,Protestant,Protestant
12029,Female,0.0,1.0,0.0,1.0,Living together,60.0,58.0,1.0,second born,"less than $25,000",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
70745,Female,0.0,1.0,0.0,1.0,Divorced or living apart,61.0,46.0,3.0,second born,"$150,000 - $199,999",both parent college,Black,Black,Catholic,Catholic,Catholic
43255,Female,0.0,0.0,0.0,0.0,Living together,55.0,49.0,4.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
93856,Female,0.0,0.0,0.0,0.0,Living together,51.0,53.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Protestant,Protestant,Protestant
10237,Female,0.0,0.0,0.0,0.0,Living together,65.0,52.0,2.0,second born,"$150,000 - $199,999",both parent college,White,White,Other Religion,Catholic,No Religion
97448,Male,0.0,0.0,0.0,0.0,Living together,55.0,54.0,2.0,second born,"$25,000 - $49,999",both parent college,White,White,Protestant,Protestant,Protestant
43603,Male,0.0,0.0,0.0,0.0,Living together,49.0,45.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
86974,Male,0.0,0.0,1.0,0.0,Living together,50.0,51.0,2.0,first born,"less than $25,000",both parent college,White,White,Catholic,Catholic,Catholic
89165,Female,0.0,1.0,0.0,0.0,Divorced or living apart,51.0,47.0,4.0,first born,"$250,000 or more",both parent college,multiracial,White,No Religion,Catholic,Catholic
97280,Male,0.0,1.0,0.0,1.0,Living together,49.0,51.0,2.0,second born,"$150,000 - $199,999",1 parent no college,White,White,Catholic,Catholic,Catholic
54098,Male,0.0,0.0,0.0,0.0,Living together,53.0,54.0,2.0,third born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
66156,Female,0.0,0.0,0.0,0.0,Living together,53.0,49.0,2.0,first born,"$75,000 - $99,999",1 parent no college,White,White,Catholic,Protestant,Catholic
67177,Female,0.0,1.0,0.0,1.0,Living together,49.0,48.0,3.0,first born,"less than $25,000",Both no college,Latino,Latino,Catholic,Catholic,Catholic
22540,Female,0.0,1.0,0.0,0.0,Divorced or living apart,50.0,49.0,1.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
70668,Female,0.0,0.0,0.0,0.0,Living together,51.0,48.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,No Religion
15586,Female,0.0,0.0,0.0,0.0,Living together,51.0,48.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,No Religion
27232,Male,0.0,0.0,0.0,0.0,Living together,54.0,54.0,0.0,only child,"$200,000 - $249,999",1 parent no college,White,White,Catholic,Catholic,Catholic
18611,Female,0.0,0.0,0.0,0.0,Living together,58.0,53.0,2.0,first born,"$250,000 or more",both parent college,multiracial,Black,Catholic,Catholic,Catholic
87328,Male,0.0,1.0,0.0,1.0,Living together,57.0,52.0,1.0,second born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
88963,Male,0.0,0.0,0.0,0.0,Living together,56.0,56.0,4.0,fiifth born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
61756,Male,0.0,1.0,0.0,0.0,Living together,59.0,54.0,5.0,fourth born,"$75,000 - $99,999",both parent college,Latino,White,Catholic,Catholic,Catholic
57045,Female,0.0,0.0,0.0,0.0,Living together,63.0,63.0,1.0,first born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
49497,Female,0.0,0.0,0.0,0.0,Living together,49.0,48.0,2.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,No Religion
15031,Female,0.0,0.0,0.0,0.0,Living together,56.0,55.0,2.0,second born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
79607,Male,0.0,0.0,0.0,0.0,Living together,52.0,51.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
41952,Female,0.0,0.0,0.0,0.0,Living together,52.0,50.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
17183,Male,0.0,0.0,0.0,0.0,Living together,58.0,59.0,4.0,fiifth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
22408,Male,0.0,0.0,0.0,0.0,Living together,53.0,51.0,2.0,second born,"$250,000 or more",1 parent no college,multiracial,multiracial,Catholic,Catholic,Catholic
54435,Female,0.0,1.0,0.0,0.0,Living together,54.0,54.0,2.0,second born,"$250,000 or more",both parent college,Latino,White,Catholic,Other Religion,Other Religion
38554,Female,0.0,0.0,0.0,0.0,Divorced or living apart,0.0,57.0,0.0,only child,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
38293,Female,0.0,0.0,0.0,0.0,Living together,58.0,57.0,5.0,"sixth born of later, the youngest","$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
33785,Male,0.0,0.0,0.0,0.0,Living together,58.0,46.0,3.0,fourth born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
44310,Male,0.0,0.0,0.0,0.0,Living together,52.0,56.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
33009,Female,0.0,0.0,0.0,0.0,Living together,52.0,51.0,2.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
31294,Female,0.0,0.0,0.0,0.0,Living together,55.0,51.0,3.0,first born,"$150,000 - $199,999",1 parent no college,Latino,White,Catholic,Catholic,Catholic
65143,Female,0.0,0.0,0.0,0.0,Living together,55.0,46.0,2.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
91726,Male,0.0,0.0,0.0,0.0,Living together,47.0,47.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
59355,Female,0.0,0.0,0.0,0.0,Living together,56.0,50.0,1.0,first born,"$150,000 - $199,999",1 parent no college,White,White,Protestant,Protestant,Protestant
96184,Female,0.0,0.0,0.0,0.0,Living together,58.0,57.0,1.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
92339,Female,0.0,0.0,0.0,0.0,Living together,51.0,54.0,2.0,second born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
70005,Male,0.0,0.0,0.0,0.0,Living together,54.0,49.0,3.0,third born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
64157,Female,0.0,0.0,0.0,0.0,Living together,52.0,52.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
68050,Female,0.0,0.0,0.0,0.0,Divorced or living apart,54.0,55.0,3.0,second born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
46151,Male,0.0,1.0,0.0,0.0,Living together,50.0,53.0,0.0,only child,"$250,000 or more",both parent college,Latino,White,Catholic,Catholic,Catholic
79395,Male,0.0,0.0,0.0,0.0,Living together,55.0,54.0,2.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
59863,Male,0.0,0.0,0.0,0.0,Living together,56.0,50.0,1.0,first born,"$50,000 - $74,999",1 parent no college,White,White,Catholic,Catholic,Catholic
63419,Female,0.0,0.0,0.0,0.0,Living together,52.0,50.0,1.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
22913,Male,0.0,0.0,0.0,0.0,Living together,60.0,59.0,5.0,"sixth born of later, the youngest","$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
91313,Male,0.0,0.0,0.0,0.0,Living together,53.0,53.0,3.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
14511,Female,0.0,0.0,0.0,0.0,Living together,50.0,56.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
73962,Female,0.0,0.0,0.0,0.0,Living together,56.0,56.0,3.0,fourth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
48969,Female,0.0,0.0,0.0,0.0,Living together,48.0,46.0,1.0,second born,"$50,000 - $74,999",Both no college,Latino,White,Catholic,Protestant,Catholic
22093,Male,0.0,0.0,0.0,0.0,Living together,51.0,54.0,1.0,second born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
32919,Male,0.0,0.0,0.0,0.0,Living together,45.0,47.0,1.0,first born,"$150,000 - $199,999",1 parent no college,White,White,Catholic,Catholic,Catholic
10153,Male,0.0,0.0,0.0,0.0,Living together,57.0,57.0,3.0,fourth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
79731,Female,0.0,0.0,0.0,0.0,Living together,43.0,43.0,1.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,No Religion,No Religion
63611,Female,0.0,0.0,0.0,0.0,Living together,56.0,56.0,5.0,fiifth born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
64296,Male,0.0,0.0,0.0,0.0,Living together,57.0,57.0,5.0,third born,"$100,000 - $149,999",both parent college,White,White,Catholic,Protestant,Catholic
23487,Male,0.0,1.0,0.0,0.0,Living together,53.0,49.0,2.0,first born,"$250,000 or more",both parent college,Asian-American,White,Catholic,Catholic,Catholic
17569,Male,0.0,1.0,0.0,0.0,Living together,56.0,54.0,3.0,third born,"$250,000 or more",both parent college,multiracial,White,Catholic,Catholic,Catholic
77036,Female,0.0,0.0,0.0,0.0,Living together,49.0,49.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
53518,Male,0.0,1.0,0.0,1.0,Living together,51.0,46.0,1.0,first born,"$75,000 - $99,999",both parent college,Asian-American,Asian-American,Protestant,Protestant,No Religion
92340,Female,0.0,0.0,0.0,0.0,Living together,49.0,48.0,3.0,third born,"$250,000 or more",1 parent no college,White,White,Catholic,Catholic,Catholic
37485,Female,0.0,0.0,0.0,0.0,Divorced or living apart,48.0,48.0,3.0,third born,"$250,000 or more",both parent college,White,White,No Religion,Catholic,Catholic
33953,Female,0.0,0.0,0.0,0.0,Living together,48.0,48.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
53333,Male,0.0,0.0,0.0,0.0,Living together,49.0,45.0,2.0,first born,"$250,000 or more",both parent college,White,White,Protestant,Protestant,Protestant
82986,Female,0.0,0.0,0.0,0.0,Living together,47.0,47.0,3.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
61772,Male,0.0,0.0,0.0,0.0,Living together,55.0,54.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
47280,Male,0.0,0.0,0.0,0.0,Living together,49.0,48.0,1.0,first born,"$250,000 or more",both parent college,White,White,Protestant,No Religion,No Religion
70566,Female,0.0,0.0,0.0,0.0,Living together,48.0,47.0,3.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
82964,Female,0.0,0.0,1.0,0.0,Living together,50.0,48.0,0.0,only child,"$50,000 - $74,999",Both no college,White,White,Catholic,Catholic,Catholic
11402,Male,0.0,1.0,0.0,1.0,Living together,62.0,49.0,1.0,second born,"$100,000 - $149,999",1 parent no college,Asian-American,Black,Catholic,Catholic,Catholic
38610,Female,0.0,0.0,0.0,0.0,Living together,54.0,52.0,1.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
96610,Female,0.0,0.0,0.0,0.0,Living together,49.0,50.0,3.0,second born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
77711,Male,0.0,0.0,0.0,0.0,Living together,45.0,46.0,2.0,first born,"$250,000 or more",both parent college,White,White,Protestant,Protestant,Protestant
48505,Female,0.0,0.0,0.0,0.0,Living together,46.0,47.0,2.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
78667,Male,0.0,0.0,0.0,0.0,Living together,51.0,53.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
17020,Male,0.0,1.0,0.0,1.0,Living together,44.0,42.0,2.0,second born,"$50,000 - $74,999",Both no college,Latino,Latino,Catholic,Catholic,Catholic
48676,Female,0.0,0.0,0.0,0.0,Living together,53.0,50.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
29885,Male,0.0,0.0,0.0,0.0,Living together,55.0,53.0,1.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
32976,Female,0.0,0.0,0.0,0.0,Divorced or living apart,53.0,54.0,4.0,third born,"$25,000 - $49,999",both parent college,White,White,Catholic,Protestant,Catholic
79167,Female,0.0,0.0,0.0,0.0,Living together,45.0,45.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
65061,Female,0.0,0.0,0.0,0.0,Living together,58.0,49.0,1.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
43710,Female,0.0,0.0,0.0,0.0,Living together,54.0,50.0,2.0,second born,"$250,000 or more",1 parent no college,White,White,Catholic,Catholic,Catholic
61389,Female,0.0,0.0,0.0,0.0,Living together,48.0,47.0,2.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
22455,Female,0.0,1.0,0.0,1.0,Living together,51.0,46.0,2.0,second born,"$25,000 - $49,999",Both no college,Black,Black,Other Religion,Other Religion,Other Religion
82819,Male,0.0,1.0,0.0,1.0,Living together,40.0,46.0,2.0,second born,"$100,000 - $149,999",both parent college,Black,Black,Catholic,Catholic,Catholic
67771,Male,0.0,0.0,0.0,0.0,Living together,50.0,49.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
57443,Female,0.0,1.0,0.0,1.0,Divorced or living apart,47.0,47.0,3.0,first born,"$250,000 or more",1 parent no college,Latino,Latino,Catholic,Catholic,Catholic
96469,Female,0.0,0.0,0.0,0.0,Living together,73.0,56.0,3.0,fourth born,"$25,000 - $49,999",both parent college,White,White,Catholic,Catholic,Catholic
94579,Female,0.0,0.0,0.0,0.0,Living together,55.0,56.0,1.0,first born,"$25,000 - $49,999",both parent college,White,White,Catholic,Catholic,Catholic
29257,Male,0.0,0.0,0.0,0.0,Living together,49.0,50.0,4.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
23518,Female,0.0,0.0,0.0,0.0,Living together,58.0,56.0,3.0,third born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,Catholic,Catholic
80484,Male,0.0,0.0,0.0,0.0,Living together,52.0,53.0,4.0,fiifth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,No Religion
49539,Male,0.0,0.0,0.0,0.0,Living together,56.0,56.0,6.0,fiifth born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
63904,Female,0.0,1.0,0.0,1.0,Living together,54.0,48.0,2.0,third born,"$25,000 - $49,999",both parent college,Black,Black,Other Religion,Other Religion,Other Religion
82490,Male,0.0,0.0,0.0,0.0,Living together,57.0,54.0,0.0,only child,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
20335,Male,0.0,0.0,0.0,0.0,Living together,51.0,49.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Protestant,Catholic,Protestant
35031,Female,0.0,0.0,0.0,0.0,Living together,52.0,51.0,1.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
88185,Female,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,45.0,3.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
35344,Female,0.0,0.0,0.0,0.0,Living together,46.0,46.0,4.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
31175,Female,0.0,0.0,0.0,0.0,Living together,52.0,51.0,4.0,fourth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
41167,Female,0.0,1.0,0.0,1.0,Divorced or living apart,50.0,39.0,4.0,first born,"less than $25,000",Both no college,Latino,Latino,Protestant,Catholic,Protestant
98325,Female,0.0,0.0,0.0,0.0,Living together,48.0,47.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
36963,Female,0.0,0.0,0.0,0.0,Living together,45.0,47.0,3.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
50666,Female,0.0,0.0,0.0,0.0,Living together,50.0,49.0,4.0,third born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
98624,Female,0.0,0.0,1.0,0.0,Living together,50.0,48.0,1.0,first born,"$25,000 - $49,999",Both no college,White,White,Catholic,Catholic,Catholic
42617,Female,0.0,0.0,0.0,0.0,Living together,48.0,48.0,3.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
58793,Female,0.0,0.0,0.0,1.0,Living together,59.0,54.0,1.0,second born,"$250,000 or more",1 parent no college,White,White,Catholic,Catholic,No Religion
25125,Female,0.0,0.0,0.0,0.0,Living together,49.0,46.0,2.0,first born,"$100,000 - $149,999",1 parent no college,multiracial,White,Catholic,Catholic,No Religion
25548,Male,0.0,0.0,0.0,0.0,Living together,54.0,52.0,3.0,fourth born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
