egoid,gender_1,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1
29296,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,47.0,1962.3333333333333,2011.0,1963.0,2008.0,1.0,1.0,2.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic
11002,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,59.0,55.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$25,000 - $49,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Protestant,No Religion
72850,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,48.0,1951.3333333333333,2012.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
15134,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,54.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
69124,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,47.0,1954.0,2010.6666666666667,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$75,000 - $99,999",Postsecondary school  or some college,Did not graduate from high school,Both no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
42531,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,56.0,56.0,1964.3333333333333,2008.0,1963.0,2008.0,1.0,2.0,3.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
34062,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,52.0,1954.3333333333333,2008.6666666666667,1963.0,2008.0,0.0,2.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
18111,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,64.0,50.0,1964.0,2008.0,1963.0,2008.0,0.0,2.0,2.0,No,third born,"$200,000 - $249,999",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
42646,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,55.0,1962.3333333333333,2011.0,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
63922,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,44.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,1.0,2.0,3.0,No,first born,"$25,000 - $49,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
59097,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,49.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
72912,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,37.0,35.0,1951.3333333333333,2012.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Black,Black,Both parents same race,Protestant,No Religion,Protestant
91484,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,50.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,Protestant
24833,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,50.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,third born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
21971,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,51.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
58654,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,59.0,58.0,1965.0,2005.3333333333333,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
13928,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,43.0,43.0,1964.0,2008.0,1963.0,2008.0,4.0,2.0,6.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
84502,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,51.0,1965.0,2007.3333333333333,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
64090,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,48.0,46.0,1964.6666666666667,2010.6666666666667,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Protestant,Protestant,Protestant
52123,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,45.0,1962.3333333333333,2011.0,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic
78783,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,52.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic
25197,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,64.0,58.0,1964.0,2008.0,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
35872,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,41.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,0.0,3.0,3.0,No,first born,"$25,000 - $49,999",High school graduate,Postsecondary school  or some college,Both no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion
93462,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,50.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,2.0,3.0,No,third born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic
23270,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,55.0,55.0,1962.3333333333333,2011.0,1963.0,2008.0,2.0,3.0,5.0,No,fiifth born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic
69807,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,56.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$75,000 - $99,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
92716,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,57.0,1962.3333333333333,2011.0,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
66061,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,51.0,1954.6666666666667,2011.6666666666667,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Catholic,Other Religion,Catholic
56058,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,44.0,1964.0,2008.0,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic
57854,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,48.0,46.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
68679,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,46.0,51.0,1956.0,2007.6666666666667,1963.0,2008.0,1.0,0.0,1.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
90750,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,53.0,1965.0,2007.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
70125,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,56.0,53.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
67192,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,54.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Protestant,Protestant,Protestant
12029,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,60.0,58.0,1965.0,2005.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,second born,"less than $25,000",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion
70745,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,61.0,46.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,2.0,1.0,3.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Black,Black,Both parents same race,Catholic,Catholic,Catholic
43255,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,55.0,49.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,3.0,1.0,4.0,No,third born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
93856,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,53.0,1954.3333333333333,2008.6666666666667,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
10237,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,65.0,52.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Catholic,No Religion
97448,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,55.0,54.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,second born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
43603,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,45.0,1964.0,2008.0,1963.0,2008.0,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
86974,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,49.333333333333336,51.0,1960.0,2014.0,1963.0,2008.0,2.0,0.0,2.0,No,first born,"less than $25,000",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
89165,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,51.0,47.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,3.0,1.0,4.0,No,first born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,multiracial,White,1 or both parents multi-racial,No Religion,Catholic,Catholic
97280,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,51.0,1956.0,2007.6666666666667,1963.0,2008.0,0.0,2.0,2.0,No,second born,"$150,000 - $199,999",High school graduate,College/Univeristy degree,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
54098,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,54.0,1964.0,2008.0,1963.0,2008.0,2.0,0.0,2.0,No,third born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
66156,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,49.0,1951.3333333333333,2012.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,first born,"$75,000 - $99,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic
67177,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,48.0,1964.3333333333333,2008.0,1963.0,2008.0,2.0,1.0,3.0,No,first born,"less than $25,000",High school graduate,Postsecondary school  or some college,Both no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
22540,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,50.0,49.0,1953.0,2009.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
70668,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,48.0,1951.3333333333333,2012.3333333333333,1963.0,2008.0,0.0,2.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion
15586,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,48.0,1964.0,2008.0,1963.0,2008.0,1.0,0.0,1.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion
27232,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,54.0,1962.3333333333333,2011.0,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$200,000 - $249,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
18611,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,58.0,53.0,1964.0,2008.0,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,multiracial,Black,1 or both parents multi-racial,Catholic,Catholic,Catholic
87328,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,57.0,52.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
