egoid,SelfEsteem_1_1,SelfEsteem_2_1,SelfEsteem_3_1,SelfEsteem_4_1,SelfEsteem_5_1,SelfEsteem_6_1,SelfEsteem_7_1,SelfEsteem_8_1,SelfEsteem_9_1,SelfEsteem_10_1,SelfEsteem_1,Trust_1_1,Trust_2_1,Trust_3_1,Trust_4_1,Trust_5_1,Trust_6_1,Trust_1,SelfReg_Exercise_1_1,SelfReg_Exercise_2_1,SelfReg_Exercise_3_1,SelfReg_Exercise_4_1,SelfReg_Exercise_5_1,SelfReg_Exercise_6_1,SelfReg_Exercise_7_1,SelfReg_Exercise_8_1,SelfReg_Exercise_9_1,SelfReg_Exercise_10_1,SelfReg_Exercise_11_1,SelfReg_Exercise_12_1,SelfReg_Exercise_13_1,SelfReg_Exercise_14_1,SelfReg_Exercise_15_1,SelfReg_Exercise_16_1,SRQE_Ext_1,SRQE_Introj_1,SRQE_Ident_1,SRQE_Intrin_1,SRQE_RAI_1,lonely_1_1,lonely_2_1,lonely_3_1,lonely_4_1,lonely_5_1,lonely_6_1,lonely_7_1,lonely_8_1,lonely_9_1,lonely_10_1,lonely_11_1,lonely_12_1,lonely_13_1,lonely_14_1,lonely_15_1,selsa_rom_1,selsa_fam_1,selsa_soc_1,SelfEff_exercise_1_1,SelfEff_exercise_2_1,SelfEff_exercise_3_1,SelfEff_exercise_4_1,SelfEff_exercise_5_1,SelfEff_exercise_6_1,SelfEff_exercise_7_1,SelfEff_exercise_8_1,SelfEff_exercise_9_1,SelfEff_exercise_10_1,SelfEff_exercise_11_1,SelfEff_exercise_12_1,SelfEff_exercise_13_1,SelfEff_exercise_14_1,SelfEff_exercise_15_1,SelfEff_exercise_16_1,SelfEff_exercise_17_1,SelfEff_exercise_18_1,SelfEff_exercise_scale_1,SelfEff_diet_1_1,SelfEff_diet_2_1,SelfEff_diet_3_1,SelfEff_diet_4_1,SelfEff_diet_5_1,SelfEff_diet_6_1,SelfEff_diet_7_1,SelfEff_diet_8_1,SelfEff_diet_9_1,SelfEff_diet_10_1,SelfEff_diet_11_1,SelfEff_diet_12_1,SelfEff_diet_13_1,SelfEff_diet_14_1,SelfEff_diet_15_1,SelfEff_diet_16_1,SelfEff_diet_17_1,SelfEff_diet_18_1,SelfEff_diet_19_1,SelfEff_diet_20_1,SelfEff_diet_21_1,SelfEff_diet_22_1,SelfEff_diet_23_1,SelfEff_diet_24_1,SelfEff_diet_25_1,SelfEff_diet_26_1,SelfEff_diet_27_1,SelfEff_diet_28_1,SelfEff_diet_29_1,SelfEff_diet_scale_1,SelfReg_1_1,SelfReg_3_1,SelfReg_4_1,SelfReg_5_1,SelfReg_6_1,SelfReg_7_1,SelfReg_8_1,SelfReg_9_1,SelfReg_10_1,SelfReg_11_1,SelfReg_12_1,SelfReg_13_1,selfreg_scale_1
83612,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,31.0,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5,Somewhat true,2,Somewhat true,3,5,3,Somewhat true,3,5,Somewhat true,3,5,5,Somewhat true,5,6,3.25,3.75,5.25,4.0,3.0,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,0.58943409,-0.08341369,-0.36856568,50.0,77.0,36.0,72.0,44.0,18.0,68.0,35.0,6.0,53.0,34.0,67.0,59.0,68.0,71.0,35.0,18.0,51.0,47.888889,81.0,44.0,26.0,52.0,30.0,81.0,83.0,48.0,8.0,32.0,66.0,57.0,43.0,14.0,19.0,11.0,43.0,42.0,80.0,32.0,80.0,23.0,20.0,20.0,81.0,83.0,29.0,87.0,93.0,48.551723,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,2.9166667
63954,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,42.0,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.3333333,5,Not at all true,5,5,Somewhat true,Not at all true,Not at all true,5,5,5,Not at all true,5,5,Not at all true,5,5,1.0,4.0,4.75,5.0,8.75,,,,,,,,,,,,,,,,,,,10.0,50.0,64.0,6.0,17.0,39.0,41.0,38.0,5.0,0.0,0.0,0.0,24.0,50.0,22.0,0.0,12.0,0.0,21.0,20.0,15.0,66.0,9.0,64.0,63.0,63.0,28.0,17.0,62.0,6.0,13.0,15.0,6.0,77.0,7.0,14.0,1.0,28.0,39.0,47.0,58.0,57.0,25.0,41.0,40.0,40.0,41.0,40.0,34.551723,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334
20665,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,47.0,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,2.8333333,6,Not at all true,Somewhat true,5,5,6,3,6,6,5,2,5,Somewhat true,5,6,6,2.75,5.25,5.5,5.25,5.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.19631,-0.42276278,-0.86467183,72.0,65.0,100.0,21.0,100.0,100.0,100.0,29.0,74.0,9.0,9.0,0.0,22.0,72.0,21.0,0.0,10.0,100.0,50.222221,30.0,35.0,11.0,10.0,70.0,50.0,26.0,88.0,10.0,8.0,25.0,10.0,10.0,5.0,10.0,50.0,20.0,10.0,5.0,20.0,10.0,15.0,10.0,11.0,85.0,26.0,12.0,12.0,9.0,23.896551,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,2.25
19122,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,2.8333333,Somewhat true,Not at all true,6,Not at all true,5,Not at all true,Not at all true,6,6,6,Not at all true,5,Not at all true,Not at all true,5,6,1.0,1.75,5.5,5.75,13.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.28163528,0.30040073,0.091183834,49.0,81.0,100.0,82.0,81.0,29.0,55.0,78.0,79.0,78.0,34.0,63.0,42.0,76.0,82.0,38.0,37.0,58.0,63.444443,26.0,76.0,77.0,29.0,76.0,54.0,38.0,80.0,80.0,80.0,79.0,79.0,32.0,78.0,62.0,83.0,37.0,75.0,76.0,74.0,75.0,77.0,78.0,36.0,58.0,76.0,75.0,74.0,75.0,66.034485,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,2.5833333
99978,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,46.0,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.5,5,3,Very true,5,Very true,3,Very true,Very true,Very true,Very true,3,Very true,Very true,5,Very true,Very true,4.5,5.0,7.0,7.0,7.0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.276613,-0.68402547,-0.70495373,75.0,100.0,70.0,65.0,75.0,75.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,75.0,75.0,50.0,78.333336,100.0,100.0,50.0,75.0,75.0,100.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,50.0,75.0,60.0,50.0,50.0,50.0,50.0,50.0,75.0,50.0,75.0,75.0,75.0,50.0,75.0,75.0,65.862068,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,2.0833333
92566,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,4.1666665,5,2,Very true,Somewhat true,Somewhat true,Somewhat true,3,5,Very true,6,Not at all true,Very true,Somewhat true,2,5,Very true,2.0,4.25,6.25,5.75,9.5,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,0.72101367,-0.41237125,-0.84834141,90.0,84.0,100.0,93.0,91.0,99.0,84.0,87.0,73.0,98.0,69.0,55.0,53.0,92.0,68.0,52.0,67.0,80.0,79.722221,89.0,79.0,78.0,99.0,88.0,72.0,99.0,96.0,99.0,90.0,99.0,88.0,85.0,85.0,74.0,94.0,73.0,50.0,68.0,76.0,63.0,80.0,73.0,99.0,98.0,83.0,58.0,99.0,97.0,83.827583,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.4166666
39414,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,32.0,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.0,6,2,5,5,Very true,Somewhat true,Not at all true,6,6,Somewhat true,2,5,Very true,Not at all true,6,Very true,1.5,5.5,6.25,5.25,8.25,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,0.98684764,-0.28725821,0.18714669,70.0,75.0,88.0,50.0,75.0,81.0,73.0,50.0,55.0,55.0,44.0,41.0,50.0,51.0,73.0,61.0,56.0,72.0,62.222221,57.0,60.0,34.0,44.0,44.0,69.0,72.0,64.0,68.0,63.0,50.0,62.0,56.0,30.0,56.0,50.0,59.0,47.0,45.0,53.0,47.0,47.0,34.0,61.0,64.0,56.0,45.0,89.0,50.0,54.344826,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.1666667
35987,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,35.0,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.6666667,Somewhat true,2,Not at all true,5,Somewhat true,6,2,2,Somewhat true,Not at all true,2,2,2,2,Somewhat true,Somewhat true,2.0,4.25,3.5,2.0,-0.75,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0512002,-0.61207318,-0.81744146,50.0,31.0,24.0,21.0,28.0,20.0,32.0,25.0,19.0,12.0,16.0,9.0,6.0,21.0,14.0,9.0,10.0,8.0,19.722221,7.0,7.0,7.0,7.0,6.0,7.0,40.0,13.0,12.0,11.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,12.0,11.0,10.0,10.0,9.0,10.0,10.0,8.0,7.0,42.0,11.24138,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,2.4166667
66655,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,42.0,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333,2,5,3,2,Very true,2,2,2,6,3,2,2,2,2,2,5,2.75,2.0,5.0,2.5,2.5,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,0.3160558,0.61130643,-0.73939538,30.0,30.0,93.0,11.0,32.0,91.0,91.0,15.0,16.0,90.0,17.0,93.0,21.0,94.0,94.0,100.0,55.0,97.0,59.444443,50.0,18.0,99.0,69.0,100.0,100.0,99.0,99.0,99.0,99.0,8.0,100.0,10.0,17.0,99.0,99.0,100.0,14.0,17.0,20.0,19.0,21.0,20.0,100.0,100.0,98.0,17.0,35.0,9.0,59.827587,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,1.8333334
10547,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,36.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Somewhat true,Not at all true,Very true,Somewhat true,6,Somewhat true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Somewhat true,Not at all true,6,Very true,1.0,4.0,6.75,6.75,14.25,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.84749192,0.20483741,-0.37193373,72.0,72.0,80.0,34.0,32.0,65.0,64.0,42.0,10.0,62.0,48.0,36.0,10.0,56.0,71.0,76.0,63.0,77.0,53.888889,22.0,21.0,24.0,21.0,70.0,67.0,53.0,5.0,7.0,50.0,24.0,10.0,53.0,66.0,56.0,15.0,45.0,9.0,36.0,6.0,11.0,18.0,10.0,51.0,81.0,59.0,19.0,33.0,55.0,34.379311,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.0
46373,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,46.0,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,3.3333333,5,2,Somewhat true,2,6,2,2,Somewhat true,6,3,Not at all true,6,Very true,2,6,6,1.75,4.0,6.0,4.25,7.0,Somewhat Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,-0.68193549,-0.69501579,-0.73295361,85.0,54.0,92.0,21.0,15.0,61.0,89.0,67.0,44.0,87.0,10.0,46.0,77.0,86.0,100.0,100.0,35.0,75.0,63.555557,89.0,59.0,29.0,99.0,54.0,45.0,63.0,35.0,100.0,52.0,60.0,68.0,91.0,49.0,31.0,25.0,22.0,43.0,96.0,63.0,94.0,72.0,48.0,100.0,58.0,100.0,98.0,31.0,99.0,64.586205,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,2.8333333
79341,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Agree,38.0,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,5,6,Somewhat true,3,Somewhat true,Somewhat true,3,6,5,Somewhat true,2,5,Somewhat true,3,6,5,3.5,4.0,4.75,5.0,3.75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,0.57039136,0.50017023,2.3696039,39.0,34.0,61.0,67.0,58.0,69.0,70.0,63.0,69.0,73.0,69.0,83.0,23.0,85.0,80.0,90.0,45.0,71.0,63.833332,68.0,69.0,71.0,73.0,76.0,68.0,58.0,45.0,43.0,32.0,35.0,52.0,58.0,31.0,60.0,65.0,60.0,44.0,36.0,31.0,46.0,63.0,56.0,69.0,62.0,60.0,70.0,68.0,52.0,55.896553,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.25
19591,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.3333333,6,Not at all true,Very true,3,Very true,Somewhat true,Not at all true,Very true,Very true,Very true,Not at all true,6,Somewhat true,5,6,Very true,2.0,4.25,6.75,6.75,12.0,,,,,,,,,,,,,,,,,,,68.0,62.0,94.0,68.0,73.0,74.0,81.0,74.0,83.0,91.0,72.0,70.0,81.0,91.0,79.0,85.0,37.0,14.0,72.055557,49.0,49.0,48.0,32.0,90.0,78.0,85.0,64.0,35.0,69.0,30.0,64.0,54.0,29.0,82.0,85.0,78.0,79.0,77.0,80.0,91.0,87.0,85.0,81.0,87.0,85.0,84.0,85.0,91.0,70.103447,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,1.8333334
83536,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,45.0,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.0,Somewhat true,2,Very true,Not at all true,Very true,2,Not at all true,Very true,Very true,6,Not at all true,6,6,2,Very true,Very true,1.5,3.25,6.75,6.75,14.0,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.91957194,-0.76156729,-0.23167557,49.0,40.0,91.0,51.0,50.0,70.0,50.0,37.0,24.0,99.0,33.0,24.0,21.0,79.0,87.0,97.0,20.0,19.0,52.277779,50.0,51.0,42.0,72.0,50.0,81.0,50.0,38.0,52.0,39.0,68.0,41.0,40.0,35.0,41.0,32.0,50.0,41.0,42.0,40.0,36.0,26.0,41.0,47.0,49.0,76.0,36.0,67.0,40.0,47.344826,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667
66682,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,46.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,3,Not at all true,Somewhat true,2,Somewhat true,2,Not at all true,6,6,Somewhat true,Not at all true,6,Somewhat true,Not at all true,5,Somewhat true,1.0,2.75,5.0,4.75,9.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6721231,-0.70376343,-0.68610728,70.0,64.0,100.0,95.0,87.0,84.0,84.0,79.0,90.0,76.0,56.0,65.0,46.0,76.0,99.0,44.0,45.0,86.0,74.777779,67.0,69.0,46.0,75.0,74.0,67.0,85.0,85.0,77.0,60.0,59.0,65.0,55.0,61.0,63.0,62.0,87.0,54.0,53.0,61.0,70.0,72.0,43.0,82.0,84.0,84.0,46.0,47.0,82.0,66.724136,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,2.0
88337,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,43.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,3,2,3,Not at all true,2,Somewhat true,3,5,5,Somewhat true,2,5,3,3,5,5,2.5,2.75,4.25,4.25,5.0,Disagree,Disagree,Somewhat Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,0.51792467,-0.12322839,-0.38424352,48.0,40.0,54.0,48.0,42.0,29.0,42.0,46.0,33.0,43.0,23.0,31.0,23.0,45.0,35.0,18.0,37.0,33.0,37.222221,60.0,52.0,38.0,56.0,64.0,67.0,50.0,34.0,48.0,39.0,45.0,29.0,46.0,25.0,36.0,27.0,42.0,51.0,61.0,68.0,45.0,59.0,40.0,69.0,68.0,44.0,47.0,59.0,51.0,48.965519,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Neutral,2.5
67608,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,43.0,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,2,Not at all true,6,2,Very true,3,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Somewhat true,Not at all true,5,6,1.0,2.75,6.75,6.25,14.5,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,0.430105,-0.29155812,-0.85601169,60.0,59.0,31.0,55.0,46.0,70.0,74.0,45.0,29.0,84.0,13.0,13.0,34.0,78.0,94.0,41.0,31.0,79.0,52.0,89.0,81.0,72.0,87.0,50.0,73.0,92.0,70.0,54.0,83.0,46.0,63.0,27.0,36.0,67.0,59.0,72.0,48.0,63.0,85.0,37.0,56.0,64.0,73.0,85.0,58.0,49.0,74.0,80.0,65.275864,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.9166666
19735,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,44.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,6,2,6,Somewhat true,6,5,2,5,Very true,6,2,Somewhat true,Very true,Not at all true,5,6,1.75,5.5,5.75,5.5,7.75,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,-1.6354712,0.023705779,-0.039145548,50.0,73.0,77.0,65.0,89.0,99.0,94.0,37.0,30.0,73.0,22.0,50.0,37.0,36.0,50.0,27.0,14.0,82.0,55.833332,91.0,68.0,22.0,40.0,32.0,30.0,86.0,12.0,50.0,45.0,42.0,21.0,43.0,72.0,86.0,33.0,31.0,23.0,86.0,62.0,94.0,74.0,29.0,50.0,75.0,75.0,65.0,91.0,84.0,55.586208,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667
42513,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,43.0,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Somewhat true,Not at all true,5,2,5,3,Not at all true,5,Very true,Very true,Not at all true,5,6,Not at all true,5,6,1.0,3.75,5.75,5.5,11.0,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-1.3362082,-0.15868235,-0.78016961,65.0,65.0,45.0,55.0,40.0,55.0,75.0,55.0,40.0,75.0,40.0,40.0,35.0,45.0,45.0,30.0,30.0,20.0,47.5,60.0,55.0,45.0,55.0,70.0,75.0,75.0,30.0,30.0,30.0,40.0,30.0,30.0,30.0,50.0,45.0,50.0,35.0,25.0,30.0,35.0,30.0,35.0,30.0,40.0,30.0,25.0,45.0,40.0,41.379311,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,3.4166667
64595,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,46.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Somewhat true,Not at all true,2,5,5,Not at all true,Not at all true,6,6,3,Not at all true,6,Somewhat true,Not at all true,5,6,1.0,3.5,5.75,4.0,8.25,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-1.516965,-0.35242572,-0.48566204,32.0,45.0,44.0,42.0,57.0,57.0,66.0,10.0,12.0,52.0,74.0,21.0,63.0,92.0,40.0,11.0,34.0,62.0,45.222221,22.0,63.0,78.0,56.0,9.0,49.0,80.0,8.0,6.0,42.0,28.0,36.0,34.0,33.0,37.0,24.0,37.0,35.0,42.0,40.0,40.0,60.0,28.0,57.0,65.0,36.0,36.0,66.0,42.0,41.0,Agree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,2.4166667
85134,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,33.0,Agree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,3.3333333,Somewhat true,6,Somewhat true,2,3,Not at all true,Very true,Very true,6,5,Very true,Very true,5,Very true,Very true,Very true,6.75,3.0,5.75,5.75,0.75,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,75.0,75.0,75.0,100.0,100.0,90.0,50.0,75.0,90.0,75.0,90.0,75.0,50.0,100.0,100.0,75.0,75.0,75.0,50.0,50.0,75.0,75.0,100.0,100.0,90.0,100.0,100.0,80.517242,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,1.25
